restaurante,comentario,polaridade,rating,place_id,polaridade_num,polaridade_texto,review_id
Cafe Sabor Mirai,Café Mirai It feels like I'm having an unbelievably delicious coffee from the Future I enjoyed it after passing by the Japan House I went in and had the best coffee ever fresh smelling and sweet just like the morning dew now I really recommend the tartlet I ate three of them I'll be back a lot more. This time there was an exhibition of clothes crafted with incredible lines respecting tradition. I took the opportunity to learn a lot about cryptocurrencies and the nft theme that I used in English classes at USA International to satisfy my students' curiosity.,0.3958333333333333,4,ChIJ1frS2L5ZzpQRYTC8j56RdGQ,1,Positivo,751
Cafe Sabor Mirai,"The café located inside CasaJapan fights a bit for space with the exhibitions. It was difficult to find a place to sit, as the few chairs available were occupied by people who weren't even consuming in the place.

The cafe has friendly service, has some options that are very different, such as the matcha choux cream, which I really like.

Gluten free banana cake was dry, could be better for the value.",0.11083333333333334,5,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,752
Cafe Sabor Mirai,"Sabor Mirai unit at Japan House, maintaining the excellent standard in coffees, sweets and service.

The first time I got a purple sweet potato gelatin with sakura blossom and a strained coffee from the brand's own blend, all delicious.

The second time I had the coffee again and ordered a slice of the delicious matcha cake. On another occasion I tried the pink manju.

Already excited for the next visit.

@gigicomidinhas",0.40681818181818186,3,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,753
Cafe Sabor Mirai,"I ordered the Iced Coffee and it was delicious. Super attentive baristas, amazing service.
As it is inside the Japan House, the place is quiet and you can enjoy a good coffee in peace.",0.4904761904761905,3,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,754
Cafe Sabor Mirai,"Hidden inside the Japan House, the house has special coffees coming straight from the producer. All the staff are baristas, so there's no chance of having bad coffee on the house.

The place is a very large counter, where we can see all the work of the cafeteria and a good part of the Japan House environment.
During the week it is very quiet, you can even take a notebook and work, since there is an outlet and Wi-Fi on site.

Probably the environment that runs away from the intensity of Av.Paulista, to take a break and breathe.",0.09557823129251704,5,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,755
Cafe Sabor Mirai,"Super cool place, amazing service. The boys are very friendly and super attentive to explain about the coffees and sweets of the cafe. We had an espresso and a strained one that were good but the sweets are sensational. One had matcha and another black tea, both very different and tasty, as well as beautiful. If you have the opportunity, try them, you won't regret it.",0.4140151515151515,4,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,756
Cafe Sabor Mirai,Great tea options that are accompanied with typical Japanese sweets.,0.21111111111111114,5,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,757
Cafe Sabor Mirai,"Cafe inside the Japan House. In reality, it's an extensive counter with a small display case where the sweets of the day are on display. I went with matcha (unlike green tea in the form of an infusion, it is a powdered extract that leaves sweets and drinks very green). 2 iced matcha lattes, extremely fluffy chiffon cake, soft matcha ice cream and a mini passion fruit entree. Bill total $75. We only ate sweets, but the bill was salty. Savory options: traditional egg sandwiches and dongkatsu (breaded pork).",-0.09,5,ChIJRZJKETRXzpQRxjpxCdMt86Y,-1,Negativo,758
Cafeteria vanilla caffè,"Good cafe, lunch dishes are OK, some could be better served for their price. Prices are the average of the neighbourhood so it is a bit expensive. It is a nice environment for an afternoon cafe or breakfast.",0.27499999999999997,5,ChIJRZJKETRXzpQRxjpxCdMt86Y,1,Positivo,759
Cafeteria vanilla caffè,Fantastic cafes. Excellent people. A little expensive... but very good.,0.32449999999999996,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,760
Cafeteria vanilla caffè,"Delicious coffee and very good lunch, with plenty of choice of dishes. really good",0.87,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,761
Cafeteria vanilla caffè,"I ate the most expensive slice of bread 🍞 on Earth!!! I understand that the entrepreneur has costs and also needs to make a profit, of course! But charging R$12.00 for a single slice of bread is simply abusive!! Before going to this place, research other competitors in the vicinity that have better reviews!!!",0.0466889880952381,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,762
Cafeteria vanilla caffè,"Nice place but the food a little off, it lacks seasoning.",0.20625,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,763
Cafeteria vanilla caffè,Quality coffee. Few vegetarian options. Good and fast service. Open area.,0.175,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,764
Cafeteria vanilla caffè,"Warm coffee, my salty one came frozen in the middle. I had the coffee lukewarm and after a few minutes of waiting the savory one was still cold inside. A pity, because the environment is beautiful and pleasant. The super friendly employees don't charge me for the savory, I understood that it might be a problem with the oven.",0.22129629629629627,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,765
Cafeteria vanilla caffè,Salted from fair to bad. Nice food. Friendly but slow service. Pleasant location. Price too high for the set of work.,0.22404761904761902,5,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,766
Caffé Ristoro,"Unfriendly staff.
Better stay away from the “Focaccia”, it’s basically fat/oil soaked dough with some garnish.
Bill was 105,50R$, paid by card and unfortunately didn’t check the maquininha and only later found out that I got charged 107,50, be aware!",0.0625,3,ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,1,Positivo,767
Caffé Ristoro,Nice place for having a special coffee or even a lunch. Close to Casa das Rosas and Paulista Mall. Good service. High quality.,0.45428571428571424,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,768
Caffé Ristoro,A great place in the open.,0.4,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,769
Caffé Ristoro,"Nice place, good food and great view to the roses.",0.6999999999999998,2,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,770
Caffé Ristoro,Very good coffee,0.9099999999999999,4,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,771
Caffé Ristoro,Top,0.5,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,772
Caffé Ristoro,Nice coffee,0.6,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,773
Caffé Ristoro,"Inviting cafe, outdoor tables, pet friendly 🐶, access for people with reduced mobility 🧑🏻‍🦽. A good place to chat and have a coffee.

Plenty of seats available Saturday afternoon. I ordered a lemon mouse coffee, I didn't really like the combination and I regretted it. Should have ordered a regular espresso.
I also missed a key lime pie, but it didn't live up to expectations. It was doughy and had no lemon flavor.

I will give it another chance in the future by ordering something more classic. But the place is really beautiful.",0.3025482093663912,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,774
Waku Waku,"Expertly pulled espresso, and from that great milk drinks too. Easily already as good as anywhere else in the city. I""d love to see a flat white on the menu, something that is close to impossible to find in São Paulo.
The ordering system generally works well - using a touch screen by the till, and the staff are always helpful and friendly.

EDIT:
Updated my original review from 4 to 5 stars after the manager explained a minor issue with an order on one visit. I""ve already been back twice since, and have zero complaints!",0.20763888888888893,5,ChIJhxu-OBRZzpQRRk2Bwv_hqC8,1,Positivo,775
Waku Waku,"THE place tô relax, chat and haver different cofee with friends.",0.0,5,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,0,Neutro,776
Waku Waku,M A R A V I L H O S O,0.0,3,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,0,Neutro,777
Waku Waku,"Pleasant and cozy atmosphere, very friendly service and good food - prices similar to the competition in the region.
The menu is still being expanded, but I recommend the cheese breads, hot chocolate and cookies!
It has a table with an outlet and free Wi-Fi, a great option for those who need to work a little.",0.3384259259259259,3,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,778
Waku Waku,"Waku Waku was a pleasant surprise!

Friendly and kind service; quality coffees; varied but at the same time lean menu; beautiful, elegant and very comfortable interiors part!

It's a great place to read a book, spend the afternoon working or just relax while enjoying a tasty coffee.",0.5768518518518518,3,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,779
Waku Waku,"Great service, talk to Laura to suggest a combination with coffee. Super cozy environment, has a good coworking. Very good coffee and cappuccino, as well as cookies. Great armchair with footrest.",0.5572222222222222,4,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,780
Waku Waku,"This coffee shop is excellent.
I've been coming since the beginning, and it's a perfect environment to sit in one of the armchairs and read a book or even concentrate on TO DOs of your work.

Be sure to try the cookies, they are all delicious.

Take the opportunity to come, soon this will become hype in the region.",0.875,1,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,781
Waku Waku,"Cafe with small space but very nice!!!
The drinks leave a little to be desired but the cookies are good.",0.315625,5,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,782
Amor Espresso,"Delicious coffee, best in Sao Paulo! Recently opened as in Jardins, but work with local women at a farm to train and skill them to help them participate in the economy.

Parabéns Amor!",0.5,4,ChIJe6fRC_5ZzpQRHjYHerQkyzQ,1,Positivo,783
Amor Espresso,"I went to visit this cafe, which is in an excellent location very close to Paulista. I loved the service, the girls were very nice and polite, I also loved the self-service via the tablet, super practical.

I ordered a hot chocolate that was very delicious and a portion of 3 mini vegan drumsticks, which left something to be desired. The dough didn't seem to have any seasoning, very dry and with a taste of flour, the filling was even good but I wouldn't eat it again, I've tried other coxinhas de jackfruit much better. The peanut butter and jelly toast was good, but not memorable. Perhaps they need to improve the food part of the menu, or focus only on coffee, since food is not their strong point.

This place is for those who are passing by and need something practical, as there are not many options on the menu and it is not a place worth booking with a group of friends. It's that cafe you go to once but don't remember coming back. But I thought it was cute",0.3516666666666667,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,784
Amor Espresso,"Cafeteria resulting from a social project that works from the production to the sale of coffee drinks.
They serve special coffees in espresso, strained methods, all with great quality.
To accompany, sweet and savory dishes that harmonize well with coffee.
Attentive service, from women who know a lot about coffee, from the bean to the cup.

Good space upstairs too, with wifi and comfortable armchairs.

They accept cards.",0.43435374149659856,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,785
Amor Espresso,"Coffee at the right temperature and yummy pastries. Prices are not low, but the quality is very good. Cookies are delicious! Service is initiated electronically and payment is also automated. Only one person to serve, which is enough. The place is small but well-decorated and great for a quick coffee. I recommend.",0.3421164021164021,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,786
Amor Espresso,"Today I visited the cafe, I really liked the service, but I expected a little more options in the place. I ordered their vanilla coffee drink and enjoyed it. Fortunately accepts sodexo.",0.28541666666666665,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,787
Amor Espresso,"Very comfortable, clean and organized environment, and one of the best coffees I've ever tasted, excellent choice!",0.7216666666666667,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,788
Amor Espresso,"Comfortable place, with delicious drinks and meaning in each one. I plan on going back to try all the drinks!!",0.4666666666666666,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,789
Amor Espresso,For the price and the delay (it was empty when I went) I expected a little more.,0.028124999999999997,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,790
Saint Decor Bistrô,"I’m guessing the intention here is to be typically French — but not authentically French.
Both the bistrot and the café menus offer many options, but not all dishes are always available, it seems — no quiches on our visit, for instance. Since it was in between meals, we decided to have snacks only — both the sandwich (not very Brie-sy despite supposedly so) and the crepe were just okay. The iced teas, though, tasted fresh and refreshing!
The café tables are next to the counter where juices are blended and the coffee machine is placed, so that it gets impossibly noisy sometimes.
As for the decor, plastic flowers lend a rather kitsch note and add to the overall feeling of a Disney-esque dimension to the French ambience. Like with the food, it looks typically French but doesn’t feel authentically French.
Service was fine — the only waiter, who also greeted us at the door, was attentive, eager to please and fast in suggesting replacements for missing items from the menu.",0.11875000000000002,5,ChIJaSb9FNdXzpQRElJF8btpVxk,1,Positivo,791
Saint Decor Bistrô,"Nice place!! We""re transported to Montmartre in Paris!!",1.0,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,792
Saint Decor Bistrô,Lovely place ! Good options in the menu.,0.6625,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,793
Saint Decor Bistrô,Show,0.0,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,0,Neutro,794
Saint Decor Bistrô,"TIP: DON'T WASTE YOUR TIME GOING TO THIS PLACE!

Very nice decoration of the place, but due to the prohibitions it ends up not being a cozy place.

About the menu:
Plenty of options for both breakfast and lunch.
The hours leave something to be desired, they serve lunch until 4pm and coffee from 4pm to 7pm and on Sundays they only have the lunch option. From what I understand, they made an exception in serving us coffee (as long as it was the simplest) and a crepe.
The crepe is very tasty, thin crust and just the right amount of filling. I was a little upset as I removed a piece of HAIR from my plate. I took it out quickly and threw it on the floor, I didn't approach any of the employees, I looked at the rest of the crepe to see if there was anything left and I continued eating. But I didn't feel confident anymore and it kind of 'failed the ride'.
The coffee was served in the cup with splashes (apparently from the machine itself, ok), but in general in other places this is not usually the case.

It would be a more cozy place if the customer had the option of freely choosing the menu, regardless of the time of day.

I found it strange and bizarre not to be able to take pictures in the place, but we respected it and inside we only photographed the dishes, which was very frustrating!
The waiter was very respectful when approaching asking us not to take pictures because they were sale items (I even asked if the place was about to close, which would make sense to sell the decor, but he said no).

We decided to leave the place, without tasting everything we had intended, since we understand that coffee on Sundays was an exception. To mark the moment and the visit, we decided to take pictures on the public sidewalk, taking advantage of the beauty of the front of the store.
A kind young man even closed the door for the photos to be more beautiful, although we were not comfortable being on the street.
A lady, maybe the same one mentioned in the comments that I hadn't read before going to the place, opened the door and made comments about being able to take pictures and not book, but as we are not doing any book, much less carrying photographic equipment I just I smiled and continued shooting.

I don't intend to return to the place because I don't feel welcomed and because the hours are 'strange' and incompatible with my routines.
But it would have everything to be a nice place to go.
A feather!

Obs. I had given 2 stars because the CREPE WITH dark hair (since my daughter and I are redheads) was tasty. However, after reading the distortions of information from the 'responsible', I thought it prudent to reduce to ZERO stars, too bad we only have the option of 1.",0.12489108409321173,1,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,795
Saint Decor Bistrô,"The place is beautiful, the food is delicious, the price is a little higher, but it was worth visiting. But I'm not coming back.
The owner there was clueless, treated me in a way that no customer treats, completely disrespectful.
I went once and came back the second time, I mentioned it to my sister, niece, aunt and friends, I had done the best word of mouth, but I withdraw everything positive I said and have already warned the people I know, it doesn't matter if the place is beautiful and you are mistreated! I made a comment on Instagram and got blocked. LOL.
I wasn't going to comment anything here on Google, but I saw that many people spoke about the lack of tact of the Owner of the place.
And that!

In response to what you comment in your answer below:
I was disappointed with what happened and I'm not ashamed to say what happened, truthfully.
I went into the Bistro, upset, I wasn't having a good day, I had left the house with nothing to wear, I was returning from the doctor and I just wanted to go into a nice place, order a coffee and work.
I asked to use the bathroom and internet, the waiter pointed me to the bathroom and said they didn't have internet. I used the bathroom and unfortunately I had an intestinal disorder, but I took all the precautions, I put the toilet paper face down, (inside the wastebasket), I flushed and made sure that the toilet was clean, I looked in the bathroom for a disinfectant or a little sniff to soften the odor (there wasn't any) and I went to wash my hands (I still thought I'm going to throw liquid soap in the toilet, but I didn't have any), I went to the men's bathroom and washed my hands. I sat down at the table (a little embarrassed) ordered a coffee and a croissant, but I couldn't take too long, because I was working and what wasn't my surprise when the owner of the place asked to sit next to me and told me more or less like this: 'you must use the bathroom and flush it quickly, you left a horrible smell in the bathroom, the lady who cleans it is not here today and I had to clean it, I put all my lunch outside, I had to use a lot of disinfectant to the smell goes away, imagine if there were people near the door, you shouldn't even use the subway bathroom like that and......a few other things'
I was horrified and still felt guilty for not being well. I paid my bill and said, the place is beautiful, but I won't come back here anymore, I thought it was a lack of respect and sensitivity in how you treated me.
You need to have more empathy with others.
I'm sorry if the odor was strong and believe me I didn't want to go through that.
Here is my story.",0.15185095637223292,3,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,796
Saint Decor Bistrô,"Cozy little place, everything impeccable. The typical French decoration is charming, there is love in every detail.
The place is very romantic, but also nice for a chat and afternoon tea with friends.
I found the service very slow, but they are very polite and attentive.
I ate a very tasty crepe and had a very good drink too.
As for the value, I found it a little expensive for the quality of service and products.
Everything was very good and tasty, but I thought the value was a little off.
It was worth the visit, it is worth knowing the super cute environment. 👏👏👏",0.21746212121212122,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,797
Saint Decor Bistrô,"I am pregnant, I called the waiters several times, I had to get up to the counter to ask a question about the menu, then when I sat down and already chose what I was going to order, I was several times calling for someone to assist me, they They came and went in front of me and no one answered me. I was starving and was really upset because it was my second attempt to come here. The first time it was closed and this time I was very poorly attended. I ended up giving up and went to eat somewhere else. Beautiful decoration, service 0",0.08577777777777777,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,798
Bakeri Nord,"Good suggestion for a quick and delicious food.

The bakery is very small with a very simple atmosphere. Don't expect high comfort, climate control or other such goodies.

The food is very good in snacks, sandwiches and coffees. I wasn't very lucky with the sweets but I know it's more because it's not my style.

Works with semi service at the table. You must order at the counter but they will serve it at the table.

When I went, they made me very uncomfortable, without any attention, misinformed about the menu. Treated like an intruder.

When serving they were much more careful.

It would be an example of a place if they didn't have this service bias and slightly more charming and comfortable.",0.29039215686274517,5,ChIJnwdJsFVYzpQRp3yJhTvySAY,1,Positivo,799
Bakeri Nord,"Guys, what an amazing place!!! Wonderful service, very nice girls. The food was simply AMAZING, we had a gorgonzola and chive salad and a pesto roll, both sensational, very tasty. We also took a raspberry juice and a hibiscus tea with cinnamon, the hibiscus tea is a little strong but I liked it a lot. Finally, THE BEST CHOCOLATE CAKE I HAVE EVER HAD IN MY LIFE, seriously, you need to try this. I will come back here several times to try everything, amazing place",0.42394444444444446,4,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,800
Bakeri Nord,Very kind in attention. We ordered the chocolate cake with coffee and the carrot cake with cream. Delicious and fresh both. The cakes between 18-20 reais a portion. The place is simple but beautiful,0.5860000000000001,5,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,801
Bakeri Nord,"Sensational cakes and pies, Cappuccino with creamy and perfect caramel.",0.8333333333333333,4,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,802
Bakeri Nord,"Everything is very tasty. No excess sugar. Balanced flavors. The staff is very friendly and responsive. Guro, it's catchy! The space is pleasant, light. A little background music would make it even better.",0.3758680555555555,3,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,803
Bakeri Nord,"There are so many good, beautiful and tasty things that it was hard to decide, but without a doubt it was the best afternoon coffee. You will not regret!!!",0.5516666666666665,5,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,804
Bakeri Nord,"My favorite chocolate cake, accompanied with an espresso, is even better. Going back to try more options!",0.40625,2,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,805
Bakeri Nord,Simple place but with wonderfully delicious sweets. I really hope they grow well!,0.4166666666666667,4,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,806
Café Cherie,"Though beautiful, I found this place overhyped and the food is nothing that special. Everything we got tasted fine- it’s really the presentation that made it slightly above average for me. I will say the Torta de Sensação was delicious, and it’s presentation was probably the most simple one that we got. BUT you could find other desserts anywhere else in Brasil just as good.
For sure go if you want that instagramable moment- that’s really the point of this place. BUT if you don’t care to wait in line for an average dessert (and I’d say subpar coffee), I’d stay away.

Also- get there early. It took over an hour to sit down and then service was slow.",0.23195611577964517,5,ChIJmcXk3_VZzpQRckCy84rX2Gw,1,Positivo,807
Café Cherie,"On Instagram it looks amazing, however in real life it""s a let down. The service was terrible and the food as well.",-0.08888888888888888,1,ChIJITg4Q3v3zpQRnQkFD52tpf0,-1,Negativo,808
Café Cherie,Topppp,0.0,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,0,Neutro,809
Café Cherie,"The place is cute with the decoration all pink, good service.
The order is made through their application.
The cake is very soft, the brigadeiro syrup that comes cold, if it were hot it would be tastier (R$15.00)
The Breakfast box - delicious but I thought it had a lot of oil, the bread was sensational (R$35.00)
The pink latte with flavored coffee (R& 17.00) - I didn't think it was a big deal.
It is worth the experience of knowing and taking some pictures for those who like it.",0.24969696969696964,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,810
Café Cherie,"THERE IS NOTHING NUTELLA. The sweets that have 'Nutella' have a cream like that like a brigadeiro porridge - without any taste. The only place with real Nutella was in this pink cappuccino, which is not good. Better take a 3 hearts. Things are not worth the price, the place is tiny and very cramped. The pancake is dry, the croissant is ok, but for 28 reais you can eat 2 wonderful ones at Benjamin, Bella Paulista or Sta Ifigenia (which is Belgian chocolate). In other words, much ado about nothing. And the cheesecake looks like a bread that tastes like cheese. It doesn't compare to Factor Cheesecake or Cheesecakeria... It's not worth it.",0.11845238095238096,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,811
Café Cherie,"I had a cake, Pink Velvet and I loved it so much! The yogurt cream was wonderful. Not so sweet but very tasty! The cake was very soft and not super sweet, and then it went really well with the yoghurt cream. Loved it 😊 Also, I had a cinnamon roll with pink icing. Loved the TB roll. Crispy and sweet! Cinnamon roll price is good. Someone likes to try some new coffee place, this place is worth a try.",0.34336452762923353,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,812
Café Cherie,"Excellent experience, for sure the most pink coffee shop in the world!
The whole place is instagrammable.
All very tasty, well prepared and very good service.
Access to the site via an online queue via QR Code.
The place is not very big, so it fills up quickly, but it's worth it. I recommend!",0.3893333333333334,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,813
Café Cherie,"Space is small for the number of people, so there is a queue online. The atmosphere is cute, great for photos, and the staff are super attentive, I went with my family and we were very well received, we even got a dessert! The food is beautiful, but that's the only differentiator, it's good but not out of line, and if you have a problem with food coloring, it might not be the ideal place. The experience is worth it, but I prefer other places to have my coffee.",0.38819444444444445,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,814
Fazenda Café,Delicious !,1.0,5,ChIJITg4Q3v3zpQRnQkFD52tpf0,1,Positivo,815
Fazenda Café,Little coffee shop,-0.1875,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,-1,Negativo,816
Fazenda Café,"Although the region is a bit neglected by the government, the place (marquise on the opposite side of the Church of Largo São Francisco) is well taken care of. The menu has a little bit of everything, but especially pasta. Orfeu coffee is very tasty and there are even desserts like coffee pudding and coffee brigadeiro (which I loved!)
The staff are very friendly and I think it's worth knowing.
If you have the opportunity to go more routinely, they have a loyalty program that offers discounts to frequent users!",0.24,4,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,817
Fazenda Café,"Excellent service, fair prices but lack of final affection in the food. My tapioca came sad, I ordered an omelette too bland… beautiful place and good coffee",0.4583333333333333,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,818
Fazenda Café,"Very good service, very simple bread on the plate, there were other options on the menu that should be more interesting",0.357,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,819
Fazenda Café,Very good service and product quality too. They serve Orfeu coffee in several versions (such as espresso and Drip strained). Complete breakfast options. Beautiful environment with rustic farmhouse proposal with wooden furniture and brick walls. I ordered a Drip Coffe and Pão na Chapa. BRL 17,0.31,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,820
Fazenda Café,"I haven't been yet, but I want to visit it, although the region needs attention and help to be more tidy I admire having a coffee there in the historic place, soon I will go for coffee and cake and I want it to remain there always we have to value these entrepreneurs.",0.3666666666666667,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,821
Fazenda Café,"It was after 14.30 and I hadn't had lunch in the Centre, I wanted a special place, nothing of a kilo, when I found the friendly Fazenda Café in Largo São Francisco, with a view to the front of Fac de Direito and to the side of the grandiose Álvares Penteado.
Nice food and not expensive.
I was only surprised by the starter, a delicious soup that came in half in the bowl.
I loved everything, excellent service.
The chocolate pie, delicious.
I used to go to the famous Itamarati restaurant, it just closed and nothing happened, one or the other customer must have regretted it.
Now at the Center I already know where to go.",0.35936507936507944,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,822
Café Impresso,"The coffee is very good. There are cakes and snacks. The price is the standard for the area. There are few tables, cause the place is very small. There""s no bathroom.",0.09624999999999999,5,ChIJY3Ui2y35zpQRlmsD1g5IoJ0,1,Positivo,823
Café Impresso,"Very tasty espresso coffee, the Portuguese dessert was just right, not so sweet and not so bland, I would say satisfactory, very peaceful atmosphere. I will come back for sure.",0.21343537414965988,5,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,824
Café Impresso,"A small but very nice cafe.
Very cordial service, polite, attentive and kind employees... Good quality products and good value for money.
Easy access, good location.
I recommend",0.47370370370370374,5,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,825
Café Impresso,Coffee is wonderful! The service not so much. Even more so if you're not dressed like the other regulars. Next time I come for coffee in a suit and tie. Maybe I'm treated with more respect.,0.3458333333333334,5,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,826
Café Impresso,"Latte and gourmet cheese bread (made with Serra da Canasta cheese and parmesan) very good...the lemon cake left something to be desired...a little dry and heavy...
There is no zero lactose milk for the coffees..
Small space, but ok.. like that. when I paid there was already a chair to sit on",0.10083333333333333,4,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,827
Café Impresso,I love otávio coffee and here it serves :),0.5,2,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,828
Café Impresso,"Small space but very organized, cozy top quality coffee just the way São Paulo people like wonderful cakes in the pot, I would say a unique place where we enjoy good coffee every day after lunch, for those who are passing through for work or the promenade on Av Paulista is fine close to Brigadeiro station, almost on the corner with Padre Anchieta. I recommend.",0.34907407407407404,5,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,829
Café Impresso,"I didn't know, I stopped by chance for a coffee and I loved it. Delicious latte, super creamy, I ordered a chocolate banana cookie to go with it and I don't regret it. All very good, but the space is too small.",0.5386666666666666,4,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,830
Coffee With Cookie,Good coffee!,0.875,5,ChIJ3WyiFbP3zpQR64XcYr4b6sU,1,Positivo,831
Coffee With Cookie,Ok,0.5,4,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,832
Coffee With Cookie,cool place,0.35,5,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,833
Coffee With Cookie,"Our....

I love the coffee with biscuit!
I have breakfast there practically every day, since the former owner Cris.
She was very friendly and environmentalist, she came by bike every day.

The grilled bread with scrambled eggs is my favorite breakfast every morning!
It comes hot and crispy!
But it has a variety of amazing options.
It has customized omelette, salads, soups on cold days.
Coffees, shocking among other hot drinks.
Amazing cakes and juices!
I highly recommend!",0.17708333333333334,2,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,834
Coffee With Cookie,I went for dessert and coffee. It was super worth it. I recommend!!,0.40104166666666663,5,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,835
Coffee With Cookie,"Excellent place for breakfast!
Delicious cappuccino, bread on the plate always very fresh.
Great options!!
There's also an executive lunch, but I haven't tried it yet...
I recommend!",0.8475,5,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,836
Coffee With Cookie,"What a delicious hot chocolate.. a sin in the form of a drink, lol.. it reminds me of the chocolate from Campos do Jordão. Very good",0.74,5,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,837
Coffee With Cookie,"Despite being a cafeteria, they serve meals, today the steak parmigiana was on point, highlighting the deployment of employees, since the space is small, but the service is good.",0.22499999999999998,5,ChIJN_4_HSz2zpQROWUW31IvWgs,1,Positivo,838
