restaurante,place_id,username,rating,comentario,date
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,J. Karen,4,"Today, a Monday, pre-Christmas week, the service was extremely slow, employees talking to each other a lot, some lost, there should be more employees. More than half an hour wait.
Other than that, the crepe is delicious, but the price is steep.",a year ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Ricardo Gradilone,2,"Great service, abusive price for the product delivered, I do not recommend.",6 months ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Camila Ferreira,5,"I ordered 2 crepes, one sweet and one savory and what a delight, super stuffed and very tasty, the attendants, especially Tamiris, were very attentive to me and my dog ​​who was thirsty and they gave him a disposable cup of water him, I thought it was simply AMAZING, few places are like this... I highly recommend!",a year ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Gabriel Pelegrini,4,"Well-assembled crepe, very tasty, quick service, attentive and careful employees with the safety protocol against COVID-19. To be perfect, it just needed not to be so expensive.",a year ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Letycia Cardozo,1,"The crepe is dry and with little filling and the price is too high for the quality
Be aware when setting the price",a year ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Camila A. S. Vargas,2,Dry crepe with little stuffing and a tall attendant is mega rude yells at the girls and super thick,a year ago
A Creperia,ChIJ-8tnwpBYzpQRi_6bJhe9-WE,Clovis Roberto Vieira,5,"The best mall in S P I love everything because I live in the North zone. I visit the mall at least two or three times a month, note 10.",4 years ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Claudia Pontes,4,"Very pretty, but leaves you in doubt as to whether it's a restaurant, cafeteria or bar when you look at it from the outside.
The menu is a bit confusing, lacking more 'bar style' options like a portion of meat balls, pastel, pepperoni and such.
The Drink is wonderful, the food is good, there is a lot of it and the waiters are very polite people.

In my opinion: they could open the door to make people more comfortable to enter.
Increase the options on the menu and change the lights to make it look more cozy since the proposal is not to be a street bar, but a more individualized space.

The place is beautiful, decor is nice, bathroom clean.",2 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Lívia Milenna,2,"Drinks are not worth the price, a p*ta description on the menu, so when it comes to you it's just a tea bag mixed with gin from a can. Totally tasteless and watery, I was disappointed.",3 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Álvaro Raposo Gonçalves de Melo Júnior,5,"Parmigiana is really good. It is worth it. The only problem is that, passing by, sometimes it seems that the place is closed, but it is open.
It is not very clear to anyone on the street that the restaurant is open.
The doors are closed and it looks like it's closed, but it's not.
But the food is really good.",a week ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Pamela Bruna,5,"Amazing place!! Wonderful food, delicious drinks… I really enjoyed the atmosphere! I highly recommend!",6 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Maria Eduarda Dias,5,"amazing place
wonderful food
good drinks
Excelent reception

Come and bring your friends and family!!!",7 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Vinicius Cortez,5,"I was very well attended, the restaurant besides being beautiful has wonderful food !!! It has a very cool and different variation of drinks
I will definitely come back more often",7 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Samanta Bordarim,5,"Diverse menu and excellent quality.
Special service.
Zona Norte deserved an establishment like this.
I'll be back more often, loved it!",7 months ago
THE FALL RESTAURANTE LOUNGE,ChIJGYkM6cP3zpQRUgMCDb0MlVs,Claudia Maria Neves,5,"Excellent service, delicious meal! Great drinks. I recommend it to everyone!!!! Excellent party lounge!!!!",2 months ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,Thiago,4,Cool for a Happy Hour,6 years ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,LUCÉLIA RODRIGUES,5,Ok,11 months ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,ramires ramires,5,Top,a year ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,Erica Marques,5,Top,a year ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,Régis Coutinho,5,Show,9 months ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,Willians Costa Santos,5,Show,11 months ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,f s,5,Top,a year ago
Dom ramiro,ChIJseZXASz2zpQRSE4GSvSqvgM,Marcelo Ramalho,5,Ok,2 years ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Lukasz K/Nanautzin,5,"Not cheep place, but food very tasty and staff very polite. Tables clean. Many food to choice",3 years ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,flavio pinuta,5,Mto legal !,5 months ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Naldo lima,5,Legal,3 months ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Nevile Ruas,3,Good place to eat. Good variety.,4 years ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Maria Fernanda Bastos de Andrade,3,"Heard a lot about this place but it""s just any other bakery",4 years ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,adrilene silva,5,Ok,11 months ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Gabriel Almeida Guimarães,5,Top,11 months ago
Padaria Estrela Polar,ChIJmz3ITSn2zpQRxvOx13Gno-M,Tiago Caires Fernandes,5,Top pizza. Super traditional.,7 years ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,sue J,4,"I ordered a omelet and stroganoff.
It was my first time brasil style omelette
Very good!
Especially, con cream was really impressive",3 years ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Roan Paes,5,Loved it.. fair prices and great food.. Chatty waiters entertained the night ✌,a year ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Luiz de Souza,5,Nice place for Portuguese food,a year ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Adonias Avila de Freitas,5,"Good meal, good attendance, good prices!",3 years ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Karoline Pioli,5,Excellent,3 years ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,lucas vieira dos santos,5,Remarkable,6 years ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Leda Grasiele,4,"The restaurant is nice, the food is good. Prices are a little high, but average for the types of dishes they offer.

We went on a Saturday, we arrived just before 2pm, it was very quiet, not very busy.

The service I would say left a little to be desired, but nothing too serious.

Positive points: they accept Alelo meals and the street is quiet for parking.",9 months ago
Restaurante Dona Florinda,ChIJt_PsxzX2zpQRYLNGTDlE8-Q,Joao Carlos Silva,4,"It's a traditional restaurant in the North Zone, quiet environment, very pleasant, well located, easy to park. The service is very good, kind, traditional. It has a good wine list, with some premium options at reasonable prices. The specialty is codfish, prepared in a variety of ways, a quality product, generous portions, you just have to improve the presentation of the dishes. Alheira is very good. Coffees and liqueurs, and Port correct. It is a very well attended house, which is worth a visit, and does not disappoint.",a year ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,matthew smith,5,"What a hidden Sao Paulo gem! This multi level throwback to the old school beer hall serves up the best coxinha I""ve eaten alongside a great and diverse range of beers from all over the world. I""d go back there in a heartbeat.",a year ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Mark van der Wouden,5,Good selection of beers and food menu,3 months ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Leonardo Nepomuceno,5,Great beer and the best coxinha I have ever had!! Excellent place to go with friends or family!,a year ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Dane Eugenio,5,Excellent variety of beers! Amazing chicken ball.,5 years ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Dr. Fernando Furlani,5,"Large variety of beers from all over the world (480 different labels ready & chill to drink).

Great selection of food of all types. Excellent service, fair prices.

Don""t miss the 'coxinhas' and 'fried polenta' to eat.

Beer highlight: a custom-made doppel bock ale created to celebrate 30 years  (in 2017) of this pub.",5 years ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Cezar Reggio (Cesna),4,"In general it is a very good place with very tasty food. However the draft beer for 28 a glass is a scandal. Some entries goes for as much as double of the price from other places and the location is far for almost everyone, except the north zone.",4 years ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Gus Moreira,5,"This is definitely a MUST GO place if you are visiting São Paulo.

Frangó is known by its extensive beer menu with brand from all over the world and different types of flavor. Also he was elected as the best chicken roll in town.

If you come to São Paulo and don""t go to Frangó, is the same as going to Rome and don´t the see the Pope!",10 years ago
Frangó,ChIJj67LLE74zpQRvmCzkeSV6bc,Hayley,3,"Quite expensive and the coxinha tasted reheated and dry. The waiter left the rubbish from the wine bottle on my table,  I.e the foil and the cork wrapped in the tissue he used...I thought it was strange.",4 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,Luiz,4,Service & food good. Mojito so so. Price reasonable.,2 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,Lucas Choi,4,Eat Brazilian BBQ in sticks and see football? Good place to go.,3 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,EsDrAs SaNtAnA,5,Top,a year ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,GP Carangas Multimarcas,5,Top,2 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,Laerte Algate,4,Ok,3 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,gerson vieira,5,Top,3 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,Eder Garutti,5,Top,3 years ago
Spetoo Picanha e Bar,ChIJC8ZfGxf2zpQRO5wipBPZefc,Francisco Eduardo Faria,5,Top,3 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Antonio Santos,5,"Great bakery with an impressive selection of pastries and bread.
Located on the second floor it""s their restaurant which offers ""all you can eat breakfast"" and the rest of the day looks like a restaurant due to the variety of items served.
You must try their soup selection!",6 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Dr. Fernando Furlani,5,"Best Brazilian bakery in this neighborhood, close to Parada Inglesa subway station. Meals, savories, coffees, desserts, everything! Highly recommended.",5 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Ricardo Alfredo Magana Sanchez,4,"Ask for a Cafe duplo coado and some easy snacks and you""ll be happy!",a year ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Luiz,3,Good service and menu. High quality. Sometimes too crowded and noise.,4 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,alixander hajjar,5,"24/7 lunches and drinks.  Clean,  good hospitality, and good price.",5 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,cb pacheco cesar pacheco,5,Top,3 years ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Luís Roberto,5,Top,7 months ago
Pá D'ouro Pães e Doces,ChIJl-o3SBH2zpQRruSD0r0zodI,Bruna Fernandes (Psicóloga),4,"Kinda expensive, but always good food here",5 years ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Mauro Massayuki Yokomiso,5,Top.,2 years ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Jorge Kazuo Koyama,5,Ok,a year ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Aarão Oliveira,5,Top,a year ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Laércio Bispo,4,Show,3 years ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Gabriela Vignon,5,"Pleasant place. Great service from Leticia. Fast, good presentation, tasty food and well served.
It has covered and open area. Good on hot and cold days. The emporium sweets are delicious.
Pets are welcome.
Accessible location for PCD.
Several vegetarian options.",3 months ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Traveler _,5,"We went on a Saturday, midday, it was very crowded, but we got a table at the top, in the open air, but the view is not that great, because of the trees, but it's very nice. We ordered a portion of mini creamy coxinhas, Swiss lemonade and a dish with salmon. It was 96.00, ticket accepted! Service was excellent m There is space for events.",8 months ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Marianna Macera,5,"Located in the jd.sao Paulo neighborhood, north zone, very quiet street. Easy to park. It's pet friendly. They have a point of sale selling seasonal products such as panettone, as well as homemade bread. Pleasant atmosphere, extremely friendly service. On weekends and holidays, they have a brunch option with values ​​between 99 (fit option) to 119 (premium). I chose to pick up items from the menu and the expense was around 150
Including: house iced tea, sparkling water, orange juice, coffee with milk, 2 toasts and an omelette.",5 months ago
Panni Padaria Artesanal - Água Fria,ChIJEYSYGaD3zpQRXkDAsjvhpGs,Diana Gonçalves,3,"We were 4 people on a Friday. The place is incredibly beautiful! Chairs and tables spread across the various floors. They have an indoor and outdoor environment. It's pet friendly. Unfortunately, we ordered 3 executives, and 2 of them were terrible (steak with onions and meat parmigiana) and impossible to eat due to the toughness of the meat. The mimosa was ok. The limoncello drink was ok. We ordered 3 desserts: fruit salad, Petit gateau and plated panettone with ice cream and dulce de leche. The ice cream was totally bland. The dulce de leche was perfect. The panettone was delicious. The Petit gateau was ok.
They have a variety of breads and pastries that look good.
They do not have parking, but it is possible to park on the street.
We spent a total of R$270",3 months ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Luiz Fernando Leite,1,"Unfortunately, service was very slow and I found a hair in my dish.
For years I dine at the one in Vila Medeiros but this past experience made me re think about their quality standards! As a chef myself it""s just unacceptable.
Wise up great chef Rodrigo!",5 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,manoel santos,5,Top D+,2 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Rodrigo Locoselli,5,Great!,4 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Ricardo Silva,5,Top,2 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Adriana Darling,5,Top,3 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Alexandre,4,Ok,4 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Marcos Rogério Rodolfo,5,Show,4 years ago
Mocoto Cafe,ChIJkXCcxo1YzpQRKC6ZmCwkEzc,Marcelo Sordili,5,Show,4 years ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Alexandre Aimbiré,2,It’s incredible how this store is always dirty.,5 months ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Maysa santos araujo,5,Top,3 months ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Pedro Batista,5,Good place to have a night out.,2 years ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Luanna,5,"24 HRs com drive,",10 months ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Alberto De Souza Oliveira,5,Local Ok,a year ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,marcos lima,5,Chowwwwww,9 months ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Bruno Dario,5,Top,8 months ago
McDonald's,ChIJRfFAPk32zpQRLdq_Jmls010,Roberto Bodini,4,Ok,10 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Marcelo Gonçalves1,5,"Excellent service! Speed, honesty and precision, all via WhatsApp!!!
I was attended by Alex who is very polite and attentive! Congratulations, success 👏🏻👏🏻👏🏻",3 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Vanessa Sholther,5,"I highly recommend Villa das Artes Flores, a very attentive and helpful seller. Fast delivery and with great care, I loved the service!!!! And the birthday girl loved the gift.",4 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Cristina Rosa,5,"Wonderful service, fresh flowers and fair price!! The most beautiful flowers in the North Zone!!",6 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Daniele,5,Excellent service and delivery. The contact was all via WhatsApp with Eduardo who was very attentive and helpful. Delivery was super fast.,2 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,DUKAZI,5,"Very good, the prices are great, they made an incredible bouquet, it was no wonder that my dating request for drinking went well hahaha, thanks guys!",a month ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Vanny Brito,5,"I liked the attendant, a very kind and attentive guy, plenty of things to choose from, from a rose to a complete bouquet, the person I sent it to loved it too, great job, I will vote again for sure",a month ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,Tabata Lima,5,"The service was wonderful! They were attentive and helpful! The flowers arrived quickly and intact... I highly recommend, both for the service and for the flowers offered!",2 months ago
Villa das Artes Flores - Floricultura Zona Norte,ChIJ___e2873zpQRgxwLuqZwyEM,THIAGO COSMO DOS SANTOS,5,"I have already bought from them several times, always good service, attentively and carefully with my order, from the beginning to the delivery.
No words...I will always buy.",2 months ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Leonardo Alves Gama,5,Top,2 months ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Alan Garage Restauração,4,Show,3 months ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Luciana Tavares Moura Lima Tavares,5,Top,a year ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Anderson Maciel,5,Top!,a year ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Sara Monteiro,5,Excellent food ❤,5 years ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Ts da norte Til,5,Top,3 years ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Pedro Henrique Rodrigues,4,Show.,3 years ago
Condessa Brasileira,ChIJw9eut0j4zpQRIzOmgPiloKU,Sandro Andrade,5,Good,3 years ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Adriana Monteiro,4,"Rodízio was good, nice deck, open space to enjoy it with family and/or friends",a year ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Reinaldo Ferraz,5,"Nice place to eat tex-mex food. If you love strong pepper, order the Habanero Pepper (and eat it slowly)",3 years ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,kirby atkins,4,"The service is good, selection is nice and reasonably priced. Nice tex-mex.",4 years ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Sabagth ariel lion kadosh,5,Show,4 months ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Eduardo Seixas,5,Show,a year ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Tio Mooca,5,Top,3 years ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,henrique Fornasier,5,top,4 years ago
Habañero Bar das Américas,ChIJ50x2TcX3zpQR7OuLiIfIspY,Carlos Kang,4,good,3 years ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Felipe Cesar Albino,5,Top,a week ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Gu Minucci,5,Tooooooop,5 months ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Bruno Santos,5,Top,a year ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Lucas Coringa,5,Top,4 years ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Juliana Calu,5,"I always ask for ifood, it's one of my favorites. Very tasty and juicy snacks, real and tender meat. Fast delivery and comes well packaged.",2 weeks ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Alessandra Santos,5,"Today we went to celebrate my son's birthday. The place is cozy, the service is great, the presentation of the snack is wonderful, the flavor goes without saying. Best place in Brasilândia.",11 months ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Marcos vieira soares,5,"I really liked the electronic service through the application, easy access to the order and fast completion too, I bought many times, great satisfaction, good packaging and quality standard, satisfied customer and I recommend it.",7 months ago
Japa Bar e Lanchonete,ChIJ6-cyK_f5zpQR4Plcc9izCSE,Lucas Japa,5,"One of the best snacks I've ever had in my life, super neat, perfect and warm potatoes, congratulations on the work of extreme excellence..!! I will definitely order more, money well spent 👊🏻👊🏻",7 months ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Chichi,5,Extremely friendly environment. One of my favorites in the city,3 weeks ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Pablo Alessandre,5,Nice,10 months ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Emilio Rojo,5,"I walked past The Coffee by accident, I was on my way to a barista course that I was taking at Bares SP at the time.
Quite simply, this is a cafe for when you're in a hurry but want a quality espresso.
I had an espresso and my wife had a cappuccino and then there was latte art on the crema.
I know it's a franchise, but this unit has a special charm, it blends in with the Pacaembu environment.
And if you want to eat something sweet, you have it too.
The girls who served me were very friendly.",5 months ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Giovanna Lopes,5,"A great place to have coffee, the price is right and the coffee quality is high, very tasty! Service was great too.",9 months ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Kinho Martins,5,"This is the best place for you to stop and have a quality coffee, apart from the excellent service at all times.",3 months ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Amanda Rejane Cavalcante Guimarães,5,"Great.
There is also an option for people who are lactose intolerant like me.",a month ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Barbara B Dawes,5,"The Coffee is a great stop for quality coffee! My great joy is that they work with vegetable milk so it's accessible for vegans ❤️ João served me super well, so say hello to him!
The cappuccino with caramel is like no other. I recommend!
My only sadness is not having vegan savory and sweet options. A brownie would have been the icing on the cake. Mr The Coffee, help me!",a year ago
The Coffee Angélica,ChIJY1H8VExZzpQRIct3MWiEVxw,Sandra Cominotti,5,Always nice to enjoy a coffee in one of The coffee shops!,2 months ago
Toca do Acaí,ChIJk8OdyI1YzpQRwbN0pX24qE0,Marcelo Dos Santos,5,"The best açaí in the world with the best attendant, Bruna! The big cup, it's really big!!!",3 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Luiz Strobelt,5,"Very nice place, they get your order right and the coffee tastes good",a year ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Jake Mangin,5,"Great place for a quick coffee on the go or that 2hour session on the computer trying to look like youre writing the next Clancy best seller. What ever your up to its a tidy, clean coffee spot located in one of the most upscale shopping centers in SP. Great service where the staff go out of their way to make you feel special.",3 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Ricardo Urresti,4,"Small Starbucks, great baristas.",3 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Valentin Nicoara,1,Probably the Starbucks with the slowest internet in the world. The speed was less than 2Mb/s.,2 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Marco Vieira Pinto,4,This is the Best Around. Try to avoid the lines by going on different hours.,2 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Samuel Han,3,Slow service. They love to chat and make yoy wait.,4 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,L a u r e n_ K,4,"😤 Open at 12 due to Covid19 on Mon-Sat
& 2pm on Sun ☕️",2 years ago
Starbucks Shopping Higienópolis,ChIJ03h3jztYzpQRw2l-l4iLMjo,Pascal Wijler,5,Small Starbucks but with comfortable seating and inside a nice shopping center,6 years ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Arcelia Gallardo,5,"Korean bakery with very nice área to sit and talk or eat. Delicious baked good, good coffee.",10 months ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Gloria P,5,"Coffee has a reasonable price, 5 reais and place is nice and cozy.",a month ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Mike Liaw,4,Very nice place with couches and tables for a nice coffee and treats (amazing treats!!). The only detail is about the number of cashiers: people tend to choose what to have and it takes some time... So the checkout line is quite slow!,9 months ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Sue Jung,4,"One of few place open until late night with some decent option in regards to iced korean drink.
Ice slush with red bean and fruit is a must try!",3 years ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Gabriela Yumi Araki Morimoto,4,"Nice place to hangout with friends.
The dessert were very beautiful, but I didn""t eat any.
The coffee could be better.",a year ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Akira Ribeiro,2,"The place is nice and pretty but it needs to improve customer service. The staff barely look at your face and they didn""t mind cleaning up the tables, those were filthy. Also we ordered the shaved ice with red beans and it was poorly done, just literally frozen water in a bowl for 20R$. For it looked more as just a selfie spot than a functional café.",3 years ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Paulo Lee,4,Has good quality Korean style breads. Also has outdoor seats to have cafe.,5 years ago
Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,Angela Maria Araujo Restrepo,4,It was good. The food portions are big.,5 years ago
Café do Chef,ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Arthur Gama,5,Top,3 years ago
Café do Chef,ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Ricardo Damico,5,"Guys, GOOD service and ham and cheese wrap stuffed with ham and cheese, not with FARINHA E VENTO. I highly recommend!",11 months ago
Café do Chef,ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Samuel Oliveira Santos,5,"Great service and the espresso w/ chocolate on point, very fair value. I recommend .",a month ago
Café do Chef,ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Alexandre Souza (Tabajara Labs),5,The tastiest cafe in sta ifigenia. Be sure to try the cheese bread!,5 months ago
Café do Chef,ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Zena Awada,5,Very tasty coffee and pastries. Excellent service and attention to detail. I recommend!,3 years ago
