position,title,place_id,data_id,data_cid,rating,reviews,price,type,address,latitude,longitude,open_state,description,thumbnail
10,ALLES DOG! HOT DOG!,ChIJw0uxdx0f35QRteGOJKAwvFw,0x94df1f1d77b14bc3:0x5cbc30a0248ee1b5,6682269411477217717,4.7,385.0,,Hot dog restaurant,"Rua 25 de Julho, 599 - Itoupava Norte, Blumenau - SC, 89053-000, Brazil",-26.8800574,-49.0805685,Closed ⋅ Opens 5 PM,,https://lh5.googleusercontent.com/p/AF1QipN4MzNCqBI7mO3IpNvnX-qae0aPm_So3i0tmqb7=w138-h92-k-no
11,Kombi's Hot Dog,ChIJrcmpTnHJyJQRo_BFBfneFRE,0x94c8c9714ea9c9ad:0x1115def90545f0a3,1231135234272391331,4.7,2558.0,,Hot dog restaurant,"R. Domício Pachêco e Silva, 1430 - Jardim Londres, Campinas - SP, 13060-190, Brazil",-22.9200293,-47.1082971,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipMGoPI0xrtzahxNCQaqwJqbBdMtUQ9lIqTYedy1=w163-h92-k-no
12,Hot Dog da gatinha,ChIJBUgP0zHCpgARhDUzEo7dcNg,0xa6c231d30f4805:0xd870dd8e12333584,15596209111844468100,4.8,146.0,$$,Hot dog restaurant,"Av. Antônio Rodrigues Campos - Conj. Olimpia Bueno Franco, Betim - MG, 32680-812, Brazil",-19.942183,-44.183451,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipOcVmJ0FCQv_Ck6sZWzptmsF1FS1BJ3ERj6-sOk=w80-h106-k-no
13,J&E Hot Dog,ChIJYUPzKSDv3JQRwVtqRJfBfsA,0x94dcef2029f34361:0xc07ec197446a5bc1,13870736757779749825,4.7,20.0,,Hot dog restaurant,"R. Osmário de Lima, 1861 - Capão da Imbuia, Curitiba - PR, 82810-260, Brazil",-25.4410027,-49.2025858,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipOnLUzcrIHdPmUciTINFtQKHDRqqdmSFKVl7FM6=w80-h142-k-no
14,Hot Dog Valt/Cachorro Quente Valt,ChIJZYbp8cKOpgAR4uvokrFhSP0,0xa68ec2f1e98665:0xfd4861b192e8ebe2,18250944905220778978,4.4,72.0,,Hot dog restaurant,"Av. das Águias, 234 - Areias, Vespasiano - MG, 33204-108, Brazil",-19.759908,-43.9936341,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipN5DNT0BF-U0N5KSegNdxZHrAqqlM0xW3rP0bd8=w80-h106-k-no
15,The Dog Haüs,ChIJO7dLwl1XzpQR66NfNWi1jEA,0x94ce575dc24bb73b:0x408cb568355fa3eb,4651291974343566315,4.1,785.0,$$,Hot dog restaurant,"R. Bandeira Paulista, 400 - Itaim Bibi, São Paulo - SP, 04532-000, Brazil",-23.5830463,-46.6763214,Opens soon ⋅ 12 PM,"Gourmet hot dogs in a modern setting. This trendy spot serves its famous hot dogs with a wide selection of sauces, desserts & drinks.",https://lh5.googleusercontent.com/p/AF1QipNW2UsoR1AJMK88sq91P40VokOXmxvrizokaEA_=w92-h92-k-no
16,D Dog cachorro quente,ChIJLZkEdWLm3JQRzTtvagd8niU,0x94dce6627504992d:0x259e7c076a6f3bcd,2710740397015907277,4.6,137.0,,Hot dog restaurant,"R. Fernando de Noronha, 1017 - Boa Vista, Curitiba - PR, 82560-470, Brazil",-25.3797916,-49.2401091,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOC7Ka3xDh2PyvAiIEBdRwOB-XJ-ZCmW-VMEsrn=w80-h106-k-no
17,Beni Hot Dog Prensado.,ChIJ0-U5Nv2svZQRnUcgZhx6CLM,0x94bdacfd3639e5d3:0xb3087a1c6620479d,12900695394993850269,4.7,365.0,$,Hot dog restaurant,"Av. Mirassolândia, 1040 - Conj. Hab. Costa do Sol, São José do Rio Preto - SP, 15045-000, Brazil",-20.7828011,-49.396203,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipMQCEiG5a9VMNKUftbOJQr-vpv7Lxcc5HuQpcrm=w92-h92-k-no
18,Espaguete Dog - Queijinho,ChIJh6OsrkaOpgAR826h-az2Ve4,0xa68e46aeaca387:0xee55f6acf9a16ef3,17173903976830168819,4.5,1402.0,$,Hot dog restaurant,"R. Generoso Clemente da Rocha, 73 - Maria Helena (Justinópolis), Ribeirão das Neves - MG, 33930-450, Brazil",-19.7946518,-43.9958251,Closed ⋅ Opens 7:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOZdgBMZhdUs7HMGKPmHwlP6brV8i6yF1eOYB3M=w80-h106-k-no
19,Maxi Hot Dog Tiazinha,ChIJIepoO6u5yJQRkuzUTOeC5ro,0x94c8b9ab3b68ea21:0xbae682e74cd4ec92,13467595665636125842,4.3,185.0,$,Hot dog restaurant,"R. Antônio Fernandes Leite, 643 - Jardim Santa Izabel, Hortolândia - SP, 13185-230, Brazil",-22.8982244,-47.1740883,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipPdylbLrVSBxZ_AEB6jUA1Ah7ZBR2Aepu6pMCij=w80-h142-k-no
20,100% Hot Dog Cachorro Quente Prensado,ChIJY3fLAKkY35QRcx_2H-yg4Y4,0x94df18a900cb7763:0x8ee1a0ec1ff61f73,10295687159154614131,4.9,404.0,$,Hot dog restaurant,"Rua Antônio Treis, s/n - Vorstadt, Blumenau - SC, 89015-300, Brazil",-26.9018846,-49.0439996,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNbrBR8jOaiqXQdTEVT5VGooyg_WM3kuMQt5VfP=w80-h106-k-no
5,Bulldog Dogueria,ChIJf0rgAzHApgARlwxkzfD1sPU,0xa6c03103e04a7f:0xf5b0f5f0cd640c97,17703920549780262039,4.7,906.0,$,Hot dog restaurant,"R. Santo Agostinho, 33 - Parque das Acácias, Betim - MG, 32675-852, Brazil",-19.9393958,-44.1271335,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipMHZq9TDkZouIT9OlvJxkVS0s3yOwu5LW7UtROS=w204-h92-k-no
8,Hot Dog Central Barão Geraldo,ChIJ_XN038zGyJQR4KAIGWAmgFY,0x94c8c6ccdf7473fd:0x568026601908a0e0,6233024078459478240,4.4,190.0,,Hot dog restaurant,"R. Horácio Leonardi, 35 - Barão Geraldo, Campinas - SP, 13084-105, Brazil",-22.8280835,-47.0795553,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipOwXJf8mLYDeQghcmuUzt_ZgB3fW_0vobN4Wwh-=w138-h92-k-no
12,Hot Dog do Benê,ChIJ41h2uzcvz5QRkHLtQFi49MY,0x94cf2f37bb7658e3:0xc6f4b85840ed7290,14336286203013067408,4.8,34.0,,Hot dog restaurant,"R. Alceu de Tolêdo Pontes - Parque Cecap, Jundiaí - SP, 13214-717, Brazil",-23.1430725,-46.9186674,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNlrl1oUkbJNdfpKfKF7v_9MJdXQJbI-yv9FzPG=w137-h92-k-no
13,Benedicta's Hot Dog,ChIJhzu6ZKuKxZQR-LMaRhs0tHw,0x94c58aab64ba3b87:0x7cb4341b461ab3f8,8985864448255898616,4.4,2537.0,$,Hot dog restaurant,"R. Oswaldo Cruz, 340 - Vila Santana, Sorocaba - SP, 18090-570, Brazil",-23.4842855,-47.4536382,Closed ⋅ Opens 5:30 PM,,https://lh5.googleusercontent.com/p/AF1QipPr8hTzjdYjVkGx9EyNVQ-Lm_IZbDJ_gHxwKoZn=w163-h92-k-no
14,Cachorro Quente do Oliveira,ChIJD_bGH5V_mQARKkcl3zfF9nc,0x997f951fc6f60f:0x77f6c537df25472a,8644313378541881130,4.1,48.0,,Hot dog restaurant,"R. das Laranjeiras, 495 - Laranjeiras, Rio de Janeiro - RJ, 22240-005, Brazil",-22.9386739,-43.191759,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mUFQge4i67FoDd9o4g0Xqg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=295.48483&pitch=0&thumbfov=100
15,Cachorro Quente Do Alex,ChIJV4cC2aVnmQARargzoeGSBiI,0x9967a5d9028757:0x220692e1a133b86a,2451808544919631978,4.7,2182.0,$,Hot dog restaurant,"Av. Gov. Roberto Silveira, 1221 - Centro, Nova Iguaçu - RJ, 26285-060, Brazil",-22.7500929,-43.4565336,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipOWLGErNoAt48RdDq56s9OopnzskYLnZrDsnXPE=w80-h120-k-no
16,Dog do Tom,ChIJ01Q3z3X73JQRvke83TNkL28,0x94dcfb75cf3754d3:0x6f2f6433ddbc47be,8011732436041615294,4.7,1419.0,$,Hot dog restaurant,"Rua Cid Marcondes de Albuquerque, 2551 - Pinheirinho, Curitiba - PR, 81825-080, Brazil",-25.5254863,-49.2680245,Closed ⋅ Opens 6:50 PM,,https://lh5.googleusercontent.com/p/AF1QipPPw3WLuZD-5daEXQ_jwrcLjxZuN7wPAbD_pBff=w80-h142-k-no
17,The Walking Dog Dogueria,ChIJPTHWoIm5uZQRua1v2zSq5r4,0x94b9b989a0d6313d:0xbee6aa34db6fadb9,13755869255846309305,4.8,331.0,,Hot dog restaurant,"R. Magda Perona Frossard, 395 - Nova Aliança, Ribeirão Preto - SP, 14026-596, Brazil",-21.2182286,-47.8212588,Closed ⋅ Opens 6:30 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipOR_qSQ0xrfsJgtLw4EyN55Q11aaWw0zpVU4SLk=w104-h92-k-no
18,Max Hot Dog,ChIJRVA22HGcyJQRyJ4LEXpnJIE,0x94c89c71d8365045:0x8124677a110b9ec8,9305676504023932616,4.8,358.0,$,Hot dog restaurant,"Av. São Paulo, 1770 - Cidade Nova 2, Santa Bárbara d'Oeste - SP, 13454-060, Brazil",-22.7392875,-47.3757583,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipMqmzY_JxOMa9YBACN9jzpplq_4dsuSSJJJ5ATK=w80-h141-k-no
19,Rock Dog,ChIJH4t5Kmj_zpQRZCW3iHFwSrs,0x94ceff682a798b1f:0xbb4a707188b72564,13495722866296431972,4.7,981.0,$$,Hot dog restaurant,"Av. Dr. Carlos de Moraes Barros, 270 - Vila Campesina, Osasco - SP, 06023-000, Brazil",-23.5429845,-46.7701427,Closed ⋅ Opens 12:30 PM,,https://lh5.googleusercontent.com/p/AF1QipMWrfcOJdDG9QTbRPhbumqpqVsr-oTEmrmuh27s=w138-h92-k-no
20,Hot Dog Central Loja 1,ChIJ_XD9iXHHyJQRzcgvT20t0vo,0x94c8c77189fd70fd:0xfad22d6d4f2fc8cd,18073558202094438605,4.7,844.0,,Hot dog restaurant,"R. Horácio Leonardi, 40 - Barão Geraldo, Campinas - SP, 13084-105, Brazil",-22.8281942,-47.0796625,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipP3zdrmFDUZf-knGbuEYra4Ed94gKDDfLXYaiDO=w122-h92-k-no
1,Bill Dog Lanches Juveve,ChIJEz4SoyPk3JQRhXi7AzqtTdM,0x94dce423a3123e13:0xd34dad3a03bb7885,15226016379891841157,4.6,403.0,$,Hot dog restaurant,"R. Dep. Mário de Barros, 0162 - Juvevê, Curitiba - PR, 80530-280, Brazil",-25.4142166,-49.260281,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNhw9Na6yqCRE8xCnXt-5TAnQj62t0V3bwO49QR=w122-h92-k-no
2,Cachorro Quente Demorô,ChIJw2NssfKdmAARI1-0PLaRRi0,0x989df2b16c63c3:0x2d4691b63cb45f23,3262455191965032227,4.8,53.0,,Hot dog restaurant,"Praça Manoel Visona Marques Praça, R. Honório de Brito - Barbosa Lage, Juiz de Fora - MG, 36085-120, Brazil",-21.7180194,-43.3999205,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOyQ6DZh1ct5vACvtz-WizvIZ09-GMc7UQtg6D6=w122-h92-k-no
3,Stop Dog,ChIJ06o7NfCx2JQRUqtzRNwW6Ts,0x94d8b1f0353baad3:0x3be916dc4473ab52,4317006853108378450,4.6,19.0,,Hot dog restaurant,"Av. Nereu Ramos, 2995 - Meia Praia, Itapema - SC, 88220-000, Brazil",-27.1189407,-48.6079538,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNd33pruj0w8arUwvLVskPZvv_e1uV8_z1FNYuj=w80-h106-k-no
4,Fire Dog,ChIJeTmhPnTm3JQR7AAeNZTVN84,0x94dce6743ea13979:0xce37d594351e00ec,14859580328055275756,4.8,1068.0,$,Hot dog restaurant,"Av. Pref. Erasto Gaertner, 2323 - Bacacheri, Curitiba - PR, 82515-000, Brazil",-25.3929035,-49.2274904,Closed ⋅ Opens 7:30 PM,,https://lh5.googleusercontent.com/p/AF1QipPkEULXXbonsQCYcoVsgWcrmqtkvIcIh5LTAolD=w80-h142-k-no
5,Cachorro Quente e Hambúrguer (Food Truck do Simpson),ChIJjziXGayXpgARt2izK0MsFoo,0xa697ac1997388f:0x8a162c432bb368b7,9950189093729298615,4.5,125.0,,Hot dog restaurant,"R. Maquiné, 86 - Salgado Filho, Belo Horizonte - MG, 30550-176, Brazil",-19.9406125,-43.97788,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipPEeaiDfOxodsdm26gH2JUCpLK-FpdA_1tM3HXc=w80-h142-k-no
6,Cachorro Quente Da Esquina,ChIJWdwluR2PmAARkhmEfZSjN9I,0x988f1db925dc59:0xd237a3947d841992,15147755729840249234,4.8,32.0,,Hot dog restaurant,"Zeferio, R. Zeferina Alves Pereira, 353 - Nossa Senhora da Penha, Matias Barbosa - MG, 36120-000, Brazil",-21.8742435,-43.3273734,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipP9S7k1jh0izHwL1A2PlmjSEzBRUNLznsbIAqhN=w128-h92-k-no
7,Rock Dog Dogueria | Cachorro Quente Gratinado | Hot Dog em Campinas,ChIJhzsbh-bLyJQRJGu940GyuQY,0x94c8cbe6871b3b87:0x6b9b241e3bd6b24,484614430982499108,4.4,18.0,,Hot dog restaurant,"Av. Dermival Bernardes Siqueira, 1790 - Swiss Park, Campinas - SP, 13049-252, Brazil",-22.9703328,-47.0652025,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipMwxBpJuREkZ7RIouPohtHkm7LqcWSRALjXu23K=w122-h92-k-no
8,O Magnífico Hot Dog,ChIJjxrYTHLOyJQRQblUREuxgMI,0x94c8ce724cd81a8f:0xc280b14b4454b941,14015396977204050241,4.6,481.0,,Hot dog restaurant,"Av. dos Esportes, 1165 - Vila Bissoto, Valinhos - SP, 13270-210, Brazil",-22.9798684,-47.0005526,Closed ⋅ Opens 6:15 PM,,https://lh5.googleusercontent.com/p/AF1QipPyNJEGCYnX6ZKoOkv8lppJ7_xH5o_5oOn4LoSI=w92-h92-k-no
9,Dogueria & Rodízio de Hot Dog Gourmet Pec Men,ChIJeVspiVZhzpQR2caMwYG6LuE,0x94ce615689295b79:0xe12eba81c18cc6d9,16226111573923251929,4.2,555.0,,Hot dog restaurant,"Rua Mun., 836 - Vila Ré, São Paulo - SP, 03661-000, Brazil",-23.5254079,-46.5009289,Open ⋅ Closes 5 PM ⋅ Reopens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipOPOvkiuvjfEow15je7mOWmp6xZuM01ba5NNYC8=w122-h92-k-no
10,The Dog,ChIJpevoS3nk3JQRAtv98es8q-U,0x94dce4794be8eba5:0xe5ab3cebf1fddb02,16549388239777946370,4.6,609.0,,Hot dog restaurant,"Av. Pres. Getúlio Vargas, 2120 - Rebouças, Curitiba - PR, 80250-180, Brazil",-25.4478279,-49.2799447,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipNgBMc4PaUjKFkmZIWDOqnugGCn4f_5EiAITM6A=w80-h142-k-no
11,The Furious Hot Dog,ChIJJ3aBcjFjmQARE_lPEu-s1ho,0x99633172817627:0x1ad6acef124ff913,1933923232806598931,5.0,11.0,,Hot dog restaurant,"R. Iguaçu, 1114 - Madureira, Rio de Janeiro - RJ, 21370-130, Brazil",-22.8747023,-43.3325484,Closed ⋅ Opens 6:45 PM,,https://lh5.googleusercontent.com/p/AF1QipPgwNb67a2rtSRxOFC9OTzwt-20Ym9iPGJ-lEsc=w122-h92-k-no
12,Old Dog Dogueria - Piracicaba,ChIJZ-Y_LLgxxpQRbP2vxRUYZcc,0x94c631b82c3fe667:0xc7651815c5affd6c,14367916667985460588,4.4,458.0,,Hot dog restaurant,"Av. Torquato da Silva Leitão, 574 - São Dimas, Piracicaba - SP, 13416-210, Brazil",-22.7111275,-47.6464492,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNkqo7uCsIq_Uf2Sdg2TwmuRsJKTPdnKX12BNXl=w111-h92-k-no
13,WILLIAM'S REIS HOT DOG,ChIJwYdIrCnKzpQRfpwG2ESop5w,0x94ceca29ac4887c1:0x9ca7a844d8069c7e,11288176004662991998,4.5,223.0,$$,Hot dog restaurant,"Rua Santa Cruz, 713 - Vila Santa Libania, Bragança Paulista - SP, 12904-001, Brazil",-22.9449027,-46.5478709,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNbGfmtHIEe9o8OEgAMu1rbIIJJFpSRcyEzeThN=w122-h92-k-no
14,O Tradicional Hot Dog,ChIJHcLWAavN2JQRcbWpVapxzy0,0x94d8cdab01d6c21d:0x2dcf71aa55a9b571,3300982028281427313,4.6,30.0,,Hot dog restaurant,"R. José Francisco Laurindo, 1599 - São Domingos, Navegantes - SC, 88370-700, Brazil",-26.879334,-48.6764779,Open ⋅ Closes 11 PM,,https://lh5.googleusercontent.com/p/AF1QipP7LnA0SD5EGwKadOdAewBF_kQ4ghBpMUtNVTID=w80-h142-k-no
15,DOG INBOX,ChIJX73VFsnOyJQRJPaWoa_7Ydo,0x94c8cec916d5bd5f:0xda61fbafa196f624,15736135304758097444,4.8,51.0,$,Hot dog restaurant,"Av. São José dos Campos, 1130 - Jardim Nova Europa, Campinas - SP, 13040-145, Brazil",-22.9417094,-47.0518135,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipMH8HXYvRcoSps3lbhoyWMa4XOPDE2b2BsEiGJT=w92-h92-k-no
16,PoPa Artesanal Hot-Dogs,ChIJ-YR1MGNZzpQRTma_4iZ8_hg,0x94ce5963307584f9:0x18fe7c26e2bf664e,1801013407449572942,4.5,286.0,,Hot dog restaurant,"R. Oscar Freire, 502 - Cerqueira César, São Paulo - SP, 01426-000, Brazil",-23.5654613,-46.6662057,Closed ⋅ Opens 1 PM,,https://lh5.googleusercontent.com/p/AF1QipMPhFSrQ_DA-flb6iGDOBSGO-W6yiFeom2jl1J2=w92-h92-k-no
17,Cachoro Quente do Magrinho,ChIJzyHUG_HYmwAR2llezGXXj0o,0x9bd8f11bd421cf:0x4a8fd765cc5e59da,5372749712696695258,4.6,494.0,,Hot dog restaurant,"56, Estr. do Rio Grande, 50 - Taquara, Rio de Janeiro - RJ, 22720-010, Brazil",-22.9228475,-43.3741252,Closed ⋅ Opens 5 PM,,https://lh5.googleusercontent.com/p/AF1QipNYAKmbufUPbDuWcJSwQHf894jWoz98hJZcDBVA=w163-h92-k-no
18,Cachorro Quente Prensado da Baiana,ChIJNTme93LgmwARqoeSGAIKP_Q,0x9be072f79e3935:0xf43f0a02189287aa,17599796872905656234,4.6,108.0,$$,Hot dog restaurant,"Estr. dos Coqueiros, 1144-1156 - Senador Camará, Rio de Janeiro - RJ, 21830-515, Brazil",-22.8785903,-43.4916079,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipOc9AcWGrl9unmdWd1fvf9dW-3GvdyJoa95e7E_=w80-h106-k-no
19,DOGUERIA HOT DOG FAMILY DELIVERY ®,ChIJOwEnqeE7z5QRqzpOARdjtko,0x94cf3be1a927013b:0x4ab66317014e3aab,5383599355025308331,4.6,222.0,$$,Hot dog restaurant,"Rua :Vereador João Pedro da Silva, 231 - Parque Santo Antonio, Cabreúva - SP, 13315-000, Brazil",-23.2556836,-47.0561543,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipPzMMl9oDR5FTHHDtDOdPYzz6QRenPbKj5qx6CJ=w92-h92-k-no
20,Charlles Dogs,ChIJH6-qfKLNyJQRP_LNsyqNo5M,0x94c8cda27caaaf1f:0x93a38d2ab3cdf23f,10638501959324004927,4.5,122.0,,Hot dog restaurant,"Av. dos Esportes, 974 - Vila Bissoto, Valinhos - SP, 13270-210, Brazil",-22.9786835,-47.0008283,Closed ⋅ Opens 8:30 PM,,https://lh5.googleusercontent.com/p/AF1QipNEOauBV9xRj_bdmJkATPQjxbUH7tZ8IDrHNy8X=w122-h92-k-no
1,Hot Dog Matão Smart'Dog,ChIJTdmRqzy_yJQRUqUF4kELuaw,0x94c8bf3cab91d94d:0xacb90b41e205a552,12445991422807876946,4.2,34.0,,Hot dog restaurant,"R. A, 17 - Parque Progresso ( Matão ), Sumaré - SP, 13180-050, Brazil",-22.8339522,-47.165145,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipPiGjsDEGyu2t4Q_4yYxmopHdp9gybZN1f_0aAG=w158-h92-k-no
2,Area 17 Dogueria,ChIJFSTtGmOvvZQRv1CdapdDQQA,0x94bdaf631aed2415:0x4143976a9d50bf,18370191094010047,4.1,14.0,,Hot dog restaurant,"R. São Pedro, 1869 - Sala 2 - Centro, Mirassol - SP, 15130-068, Brazil",-20.8173084,-49.5141824,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipOt4uG-pPxKwR2AHDWxN9Y0q8nRgT2gXL4Kw0PD=w92-h92-k-no
3,Green Dog,ChIJNXf8ngXl3JQRAPXP6Psvrck,0x94dce5059efc7735:0xc9ad2ffbe8cff500,14532324331583698176,4.6,492.0,,Hot dog restaurant,"R. Vicente Machado, 554 - Centro, Curitiba - PR, 80420-010, Brazil",-25.4351805,-49.282052,Open ⋅ Closes 1:30 AM,,https://lh5.googleusercontent.com/p/AF1QipOzUIkjcjI81_8b1EM1j9QGmWu2M3X0CTVrJGf0=w122-h92-k-no
4,MEGA DOG,ChIJ20lQH80e35QR655mIrKFYjg,0x94df1ecd1f5049db:0x386285b222669eeb,4062956813969432299,4.4,1177.0,$$,Hot dog restaurant,"Rua Frei Estanislau Schaette, 168 - Água Verde, Blumenau - SC, 89037-002, Brazil",-26.9109134,-49.0943146,Open ⋅ Closes 1:30 PM ⋅ Reopens 5 PM,,https://lh5.googleusercontent.com/p/AF1QipMLQf3OEfcwwzQz3RBDike5oaOp55K1dIGC5kuS=w113-h92-k-no
5,Hot dog Do Scooby,ChIJA0rMIYzcypQRBSDPkfyYDvA,0x94cadc8c21cc4a03:0xf00e98fc91cf2005,17297931429322104837,4.7,290.0,$$,Hot dog restaurant,"Av. Marcelo Fridolin Estermann, 47 A - Parque Jussara, Três Corações - MG, 37414-302, Brazil",-21.7020871,-45.2386157,Closed ⋅ Opens 7:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOw_nTpI1fe6qx3w9lZXZlsDsCNrEPi00zejTy9=w80-h106-k-no
6,X-Dog,ChIJM5igLlVimQARxSVXxvUfAMQ,0x9962552ea09833:0xc4001ff5c65725c5,14123323571888924101,4.0,21.0,,Hot dog restaurant,"R. Carolina Machado, 1962 - Mal. Hermes, Rio de Janeiro - RJ, 21557-150, Brazil",-22.86073,-43.370121,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipM7LDLy_ngOThEiYTM-kByV3AbduQqlTzchqXGE=w122-h92-k-no
7,Dog Max Lanches Prensados,ChIJtdiEruWw3pQR4OvDYkYHXNU,0x94deb0e5ae84d8b5:0xd55c074662c3ebe0,15374171226822142944,4.6,742.0,$,Hot dog restaurant,"R. Santa Catarina, 1154 - Floresta, Joinville - SC, 89211-301, Brazil",-26.3330266,-48.8476328,Closed ⋅ Opens 6 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipP0D3TSSbSfD-JEWHKZkqRq67SGn92aoNQVGgzJ=w80-h100-k-no
8,Hot Dog Telles,ChIJrX2cnfVnzpQRg_XXMiE4bVk,0x94ce67f59d9c7dad:0x596d382132d7f583,6443868357075137923,4.3,63.0,,Hot dog restaurant,"R. Frei Ruperto de Jesus, 48 - Jardim Angela (Zona Leste), São Paulo - SP, 03985-050, Brazil",-23.6046447,-46.5155814,Closed ⋅ Opens 1:30 PM,,https://lh5.googleusercontent.com/p/AF1QipOnxH9TEJD-NOPG5bOH72yZgpIJ2dZVmPy6fnbk=w80-h100-k-no
9,The King Burger Hot Dog,ChIJfyntFjtfz5QRtBKSAk83WKk,0x94cf5f3b16ed297f:0xa958374f029212b4,12202564002845430452,4.8,87.0,$,Hot dog restaurant,"R. José Luís Fláquer - Éden, Sorocaba - SP, 18103-060, Brazil",-23.4166853,-47.4172228,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipNQ93rL7jTvr-QSVloOgTSEEVmGJTXyhqfXWC1i=w115-h92-k-no
10,Louie's Gourmet Hot Dog,ChIJk3dUvBl3uJQRKjt7v9_wiGY,0x94b87719bc547793:0x6688f0dfbf7b3b2a,7388420032482196266,4.7,358.0,,Hot dog restaurant,"SP, R. Nove de Julho, 1671 - Centro, São Carlos - SP, 13560-042, Brazil",-22.0148962,-47.8929164,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipNaUoI1_wfcKNNnuA4MI8scZ5VSElwwakonZVZu=w163-h92-k-no
11,Garagen’s Hot Dog,ChIJNXEvANiZngARsn7iU3gbtN8,0x9e99d8002f7135:0xdfb41b7853e27eb2,16119539169883225778,4.8,821.0,$,Hot dog restaurant,"Av. Alm. Adalberto de Barros Nunes, 3160 - Jardim Cidade do Aco, Volta Redonda - RJ, 27275-600, Brazil",-22.5061615,-44.1184105,Closed ⋅ Opens 6 PM Sun,,https://lh5.googleusercontent.com/p/AF1QipNTONt5GJsm0SbsSoX40T3w1xJGAebTwqIphm6n=w80-h142-k-no
12,Cachorrão Prensado,ChIJAQAAQGk275QRvlAnuG4KNHY,0x94ef366940000001:0x76340a6eb82750be,8517444265916715198,4.5,264.0,,Hot dog restaurant,"R. XV de Novembro, s/n - Centro, Guarapuava - PR, 85065-000, Brazil",-25.3902434,-51.4625697,Closed ⋅ Opens 6 PM,,https://lh5.googleusercontent.com/p/AF1QipMBdXBeuDNf0xh1BP82cub1BwVsb9-xOWR7vyap=w80-h106-k-no
13,Turbo Dog,ChIJRw5G-VytvZQR-Wb5Ev_DTT4,0x94bdad5cf9460e47:0x3e4dc3ff12f966f9,4489459903860664057,4.6,2733.0,$$,Hot dog restaurant,"R. Gen. Glicério, 3186 - Centro, São José do Rio Preto - SP, 15015-400, Brazil",-20.811812,-49.382726,Closed ⋅ Opens 6:30 PM,,https://lh5.googleusercontent.com/p/AF1QipPwdjsp2QCWwD9NhQhS-mBWneVs6NsabqxacLok=w122-h92-k-no
14,Dub´s Lanches,ChIJF2vEbAfa7JQR-iIkWSPrkSg,0x94ecda076cc46b17:0x2891eb23592422fa,2923376170192085754,4.6,984.0,$$,Hot dog restaurant,"Av. Cerro Azul, 140 - Zona 2, Maringá - PR, 87010-000, Brazil",-23.4310098,-51.9363929,Closed ⋅ Opens 7 PM,,https://lh5.googleusercontent.com/p/AF1QipON37bUwLy9Zyu1AcwjiSAYOH5xteMEaghOX2aa=w138-h92-k-no
