,title,place_id,user_reviews(summary),time_spent
155,Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,"{'snippet': ""'Coffee has a reasonable price, 5 reais and place is nice and cozy.'""}",People typically spend 25 min to 1 hr here
156,Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,"{'snippet': ""'Korean bakery with very nice área to sit and talk or eat.'""}",People typically spend 25 min to 1 hr here
157,Fresh Cake Factory,ChIJz1WJvGBYzpQRTAwElrpasmk,"{'snippet': ""'Has good quality Korean style breads.'""}",People typically spend 25 min to 1 hr here
158,Le Pain Quotidien,ChIJ9-KThDtYzpQRkkwbcRJrwGk,"{'snippet': '\'It""s a good place to have a good breakfast carrying your family and dog.\''}",People typically spend 10 min to 1 hr here
159,Le Pain Quotidien,ChIJ9-KThDtYzpQRkkwbcRJrwGk,"{'snippet': ""'Great food, desert and takeaway bread, some of the best in town'""}",People typically spend 10 min to 1 hr here
160,Le Pain Quotidien,ChIJ9-KThDtYzpQRkkwbcRJrwGk,"{'snippet': ""'Nice atmosphere, good service.'""}",People typically spend 10 min to 1 hr here
161,Padaria Bella Paulista,ChIJPZ_iuTJYzpQRxC3-CJjKL9g,"{'snippet': ""'Good vibe and decor, busy place due location a d quality of service.'""}",People typically spend 25 min to 1.5 hr here
162,Padaria Bella Paulista,ChIJPZ_iuTJYzpQRxC3-CJjKL9g,"{'snippet': ""'A little bit dearer than the rest around but delivers the quality for the price'""}",People typically spend 25 min to 1.5 hr here
163,Padaria Bella Paulista,ChIJPZ_iuTJYzpQRxC3-CJjKL9g,"{'snippet': ""'Huge selection of homemade sweets, breads and pastry.'""}",People typically spend 25 min to 1.5 hr here
164,Breads and sweets Pretinha,ChIJfxZu6MP5zpQRJemvGwI5l7g,"{'snippet': '\'The bread it""s ok but food it""s good\''}",People typically spend 15 min here
165,Breads and sweets Pretinha,ChIJfxZu6MP5zpQRJemvGwI5l7g,"{'snippet': ""'Evey thing is missigin this place.'""}",People typically spend 15 min here
166,Olive Garden,ChIJx4XhvZBYzpQRsStcbe81j8E,"{'snippet': ""'Great food and service, there was an one hour wait for a table for two though'""}",People typically spend 10 min to 1.5 hr here
167,Olive Garden,ChIJx4XhvZBYzpQRsStcbe81j8E,"{'snippet': ""'Nice place, gentle service, good price, delicious food.'""}",People typically spend 10 min to 1.5 hr here
168,Olive Garden,ChIJx4XhvZBYzpQRsStcbe81j8E,"{'snippet': ""'Great good, generous portions and friendly staff!'""}",People typically spend 10 min to 1.5 hr here
169,Sonda Supermercados - Maria Cândida,ChIJXYKxua9YzpQRG1WyE33QAsk,"{'snippet': ""'Good car parking space and easily accessible.'""}",People typically spend 20-45 min here
170,Sonda Supermercados - Maria Cândida,ChIJXYKxua9YzpQRG1WyE33QAsk,"{'snippet': ""'Good products selection and promotions.'""}",People typically spend 20-45 min here
171,Sonda Supermercados - Maria Cândida,ChIJXYKxua9YzpQRG1WyE33QAsk,"{'snippet': ""'Good place to buy food'""}",People typically spend 20-45 min here
172,Tutto Bene - Cantina Italiana,ChIJeaj1_dD3zpQR9TaVmcjBVfs,"{'snippet': ""'The food was delicious, waiters helped with the many choices on the menu.'""}",People typically spend 1-2 hours here
173,Tutto Bene - Cantina Italiana,ChIJeaj1_dD3zpQR9TaVmcjBVfs,"{'snippet': ""'The typical Italian food and atmosphere!'""}",People typically spend 1-2 hours here
174,Tutto Bene - Cantina Italiana,ChIJeaj1_dD3zpQR9TaVmcjBVfs,"{'snippet': ""'Well served portions!'""}",People typically spend 1-2 hours here
175,Charles Dog,ChIJy79h2uD3zpQRwxu5JIaiq18,"{'snippet': ""'Hot dogs maravilhos....'""}",People typically spend 45 min here
176,Charles Dog,ChIJy79h2uD3zpQRwxu5JIaiq18,"{'snippet': ""'Very nice and delicious hot dog!!'""}",People typically spend 45 min here
177,Beef Burger & Beer,ChIJXWW7cTX2zpQRF0ws_hfEDiU,"{'snippet': ""'One of the best burgers in São Paulo, and one of the cheapest.'""}",People typically spend 25 min to 1.5 hr here
178,Beef Burger & Beer,ChIJXWW7cTX2zpQRF0ws_hfEDiU,"{'snippet': ""'Just as great as it’s nearby sister restaurant, just a little smaller.'""}",People typically spend 25 min to 1.5 hr here
179,Beef Burger & Beer,ChIJXWW7cTX2zpQRF0ws_hfEDiU,"{'snippet': ""'One of the best burger of the city'""}",People typically spend 25 min to 1.5 hr here
180,Hou Culinária Chinesa,ChIJUfXALND3zpQRq1PODPZ_J04,"{'snippet': ""'Excellent service and wonderfully creative dishes.'""}",People typically spend 1-2 hours here
181,Hou Culinária Chinesa,ChIJUfXALND3zpQRq1PODPZ_J04,"{'snippet': ""'Friendly staff and the best Yakisoba in town! :)'""}",People typically spend 1-2 hours here
182,Hou Culinária Chinesa,ChIJUfXALND3zpQRq1PODPZ_J04,"{'snippet': ""'The waitress are friendly and the prices are fair!'""}",People typically spend 1-2 hours here
183,Nakajyma Sushi Limão,ChIJF5zUT9T5zpQRSSajaXHy2CQ,"{'snippet': ""'If you cant finish your food, they offer a doggy pack...Great place.'""}",People typically spend 1-2 hours here
184,Nakajyma Sushi Limão,ChIJF5zUT9T5zpQRSSajaXHy2CQ,"{'snippet': ""'Great service, wonderful staffs.'""}",People typically spend 1-2 hours here
185,Nakajyma Sushi Limão,ChIJF5zUT9T5zpQRSSajaXHy2CQ,"{'snippet': '\'It""s worth the price they charge.\''}",People typically spend 1-2 hours here
186,Marques Hamburger,ChIJnSHUSS_2zpQRqEeESQh-US4,"{'snippet': ""'An awesome and classic place, with great service and awesome burgers.'""}",People typically spend 30 min to 1 hr here
187,Marques Hamburger,ChIJnSHUSS_2zpQRqEeESQh-US4,"{'snippet': ""'Amazing place for its food , plus good prices'""}",People typically spend 30 min to 1 hr here
188,Marques Hamburger,ChIJnSHUSS_2zpQRqEeESQh-US4,"{'snippet': ""'Staff is super nice and attentive.'""}",People typically spend 30 min to 1 hr here
189,Cafeteria e chocolateria,ChIJExtlk-BQzpQRDRqQx94jbWM,"{'snippet': ""'Great chocolates and pao de mel.. good service.'""}",People typically spend 25 min here
190,Cafeteria e chocolateria,ChIJExtlk-BQzpQRDRqQx94jbWM,"{'snippet': ""'Great place, good coffee.'""}",People typically spend 25 min here
191,Mr.Brown Café,ChIJh_c911FazpQRbu4HdZMqgVs,"{'snippet': ""'Good coffee good service'""}",People typically spend 20 min to 1 hr here
192,Mr.Brown Café,ChIJh_c911FazpQRbu4HdZMqgVs,"{'snippet': '\'It""s a cozy place between the buildings.\''}",People typically spend 20 min to 1 hr here
193,Bacio di Latte - Moema Anapurus,ChIJ45j10xBazpQRT4dnh1VdeO8,"{'snippet': ""'Good gelatos, service and atmosphere.'""}",People typically spend 30 min here
194,Bacio di Latte - Moema Anapurus,ChIJ45j10xBazpQRT4dnh1VdeO8,"{'snippet': ""'Great ice cream, great coffee, always packed.'""}",People typically spend 30 min here
195,Bacio di Latte - Moema Anapurus,ChIJ45j10xBazpQRT4dnh1VdeO8,"{'snippet': ""'No respect for the people living close by who need rest and quiet.'""}",People typically spend 30 min here
196,Le Pain Quotidien,ChIJ1b3-I_5ZzpQRt3SmT8fpi8Y,"{'snippet': ""'Great place, Tasty food, Very good service'""}",People typically spend 25 min to 1.5 hr here
197,Le Pain Quotidien,ChIJ1b3-I_5ZzpQRt3SmT8fpi8Y,"{'snippet': ""'I ordered a coffee and they gave me a broken cup.'""}",People typically spend 25 min to 1.5 hr here
198,Le Pain Quotidien,ChIJ1b3-I_5ZzpQRt3SmT8fpi8Y,"{'snippet': ""'High quality choices and great staff.'""}",People typically spend 25 min to 1.5 hr here
199,Padoca of Maní,ChIJwaLNxXlXzpQRYMrrV778BMM,"{'snippet': ""'A good place to have a cup of coffee or a good meal with relaxing conversation!'""}",People typically spend 15 min to 1.5 hr here
200,Padoca of Maní,ChIJwaLNxXlXzpQRYMrrV778BMM,"{'snippet': ""'Friendly and professional service, delicious fresh food, and cute setting.'""}",People typically spend 15 min to 1.5 hr here
201,Padoca of Maní,ChIJwaLNxXlXzpQRYMrrV778BMM,"{'snippet': ""'Combos are good, but the bread tasted toasted and not too fresh.'""}",People typically spend 15 min to 1.5 hr here
202,Bistrot de Paris,ChIJQ8JnB9RZzpQRyhwKLiZVucU,"{'snippet': ""'A bit on the pricey side, but top quality on food, services and ambience.'""}",People typically spend 1.5-2.5 hours here
203,Bistrot de Paris,ChIJQ8JnB9RZzpQRyhwKLiZVucU,"{'snippet': ""'Service was excellent, oysters good, foie Gras and crepe suzette.'""}",People typically spend 1.5-2.5 hours here
204,Bistrot de Paris,ChIJQ8JnB9RZzpQRyhwKLiZVucU,"{'snippet': ""'Amazing atmosphere very chill place,good for hangout/romantic encounters xD'""}",People typically spend 1.5-2.5 hours here
205,Flor de Coimbra,ChIJGRfd7cdTzpQRFCAZW1T5DMg,"{'snippet': ""'Very nice all-you-can eat breakfast on Sunday morning!'""}",People typically spend 10-45 min here
206,Flor de Coimbra,ChIJGRfd7cdTzpQRFCAZW1T5DMg,"{'snippet': ""'Very good place to have a meal'""}",People typically spend 10-45 min here
207,Viareggio Ristorante,ChIJEVNSJt5QzpQRJq6_T_O3u1s,"{'snippet': ""'The food was good, and the service paid attention to detail.'""}",People typically spend 1.5 hours here
208,Viareggio Ristorante,ChIJEVNSJt5QzpQRJq6_T_O3u1s,"{'snippet': ""'The meats were chilled well and the other plates were very tasty.'""}",People typically spend 1.5 hours here
209,Viareggio Ristorante,ChIJEVNSJt5QzpQRJq6_T_O3u1s,"{'snippet': ""'Good wine selection, nice environment.'""}",People typically spend 1.5 hours here
210,Letícia - Morumbi,ChIJQ3-bzK1WzpQRDLc5bXw4Wpc,"{'snippet': ""'Good location, friendly staff, usually crowded and loud.'""}",People typically spend 10-45 min here
211,Letícia - Morumbi,ChIJQ3-bzK1WzpQRDLc5bXw4Wpc,"{'snippet': ""'Great service and food'""}",People typically spend 10-45 min here
212,Letícia - Morumbi,ChIJQ3-bzK1WzpQRDLc5bXw4Wpc,"{'snippet': ""'Prices are very high and are not worth it.'""}",People typically spend 10-45 min here
213,Padaria Galeria dos Pães,ChIJyRb7ENZZzpQR2QbqPYdsNL4,"{'snippet': ""'24 hours, good place to buy good food, eat a good hamburger and soups!'""}",People typically spend 15 min to 1 hr here
214,Padaria Galeria dos Pães,ChIJyRb7ENZZzpQR2QbqPYdsNL4,"{'snippet': ""'Great selection of baked goods, wine, cold cuts, sweets & gourmet itens.'""}",People typically spend 15 min to 1 hr here
215,Padaria Galeria dos Pães,ChIJyRb7ENZZzpQR2QbqPYdsNL4,"{'snippet': ""'A bit pricy but ok for the location and service.'""}",People typically spend 15 min to 1 hr here
216,The Coffee Moema,ChIJHZRk91ZbzpQRiJW3uHNisgQ,"{'snippet': ""'Not only that, the offer in my opinion the best cheese bread from Haddock Lobo.'""}",People typically spend 15-45 min here
217,The Coffee Moema,ChIJHZRk91ZbzpQRiJW3uHNisgQ,"{'snippet': ""'A little charming place for coffee.'""}",People typically spend 15-45 min here
218,The Coffee Moema,ChIJHZRk91ZbzpQRiJW3uHNisgQ,"{'snippet': ""'Flavor and temperature were perfect.'""}",People typically spend 15-45 min here
219,True Coffee Inc.,ChIJl_3Vm-9XzpQRNOAd51KB4pk,"{'snippet': ""'Sells roasted coffee beans and some things to brew coffee.'""}",People typically spend 20 min to 1 hr here
220,True Coffee Inc.,ChIJl_3Vm-9XzpQRNOAd51KB4pk,"{'snippet': ""'Super friendly and knowledgeable staff.'""}",People typically spend 20 min to 1 hr here
221,True Coffee Inc.,ChIJl_3Vm-9XzpQRNOAd51KB4pk,"{'snippet': ""'The staff is super nice and they make a big difference.'""}",People typically spend 20 min to 1 hr here
222,Bacio di Latte Ice Cream Shop,ChIJV4xURAdazpQR-77S9u8qhSk,"{'snippet': ""'Quickly service with friendly staff!'""}",People typically spend 30 min here
223,Bacio di Latte Ice Cream Shop,ChIJV4xURAdazpQR-77S9u8qhSk,"{'snippet': ""'Tasty ice-cream and very 'garden like' place.'""}",People typically spend 30 min here
224,Bacio di Latte Ice Cream Shop,ChIJV4xURAdazpQR-77S9u8qhSk,"{'snippet': ""'The gelato is good and they have a nice variety on offer.'""}",People typically spend 30 min here
225,Coffee and Co. Ipiranga - The traditional american coffee shop,ChIJ_RW-xpRbzpQRoYO8SeQkN8Y,"{'snippet': ""'Friendly staff and outstanding food.'""}",People typically spend 45 min to 2 hr here
226,Coffee and Co. Ipiranga - The traditional american coffee shop,ChIJ_RW-xpRbzpQRoYO8SeQkN8Y,"{'snippet': ""'We had experienced very nice, friendly and fast waiters even the place was full.'""}",People typically spend 45 min to 2 hr here
227,Coffee and Co. Ipiranga - The traditional american coffee shop,ChIJ_RW-xpRbzpQRoYO8SeQkN8Y,"{'snippet': ""'Excellent coffee and a wide range of deserts!'""}",People typically spend 45 min to 2 hr here
228,Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,"{'snippet': ""'Great food and atmosphere, staff need work.'""}",People typically spend 20 min to 1 hr here
229,Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,"{'snippet': ""'Ask for the carrot cake and the grilled cheese with croissant!'""}",People typically spend 20 min to 1 hr here
230,Amar.go,ChIJu8EHFSdXzpQR1KJcoQirnhk,"{'snippet': ""'They serve breakfast in the mornings.'""}",People typically spend 20 min to 1 hr here
231,Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,"{'snippet': ""'Nice food, great work from the serving crew, nice decor.'""}",People typically spend 30 min to 1.5 hr here
232,Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,"{'snippet': ""'The staff is friendly and helpful and an English menu is available.'""}",People typically spend 30 min to 1.5 hr here
233,Le Pain Quotidien,ChIJJQkuGNVZzpQR1Qx5UVbG1zs,"{'snippet': ""'Gr8 atmosphere and delicious food'""}",People typically spend 30 min to 1.5 hr here
234,Tea Station,ChIJA5oTV6hZzpQRX9jZ7DsK04U,"{'snippet': ""'Nice variety of poba tea but also a good place for a thai style ice cream rolls.'""}",People typically spend 30 min to 1.5 hr here
235,Tea Station,ChIJA5oTV6hZzpQRX9jZ7DsK04U,"{'snippet': ""'Good prices compared to other establishments nearby.'""}",People typically spend 30 min to 1.5 hr here
236,Tea Station,ChIJA5oTV6hZzpQRX9jZ7DsK04U,"{'snippet': ""'Friendly service and at a good price.'""}",People typically spend 30 min to 1.5 hr here
237,Cristallo Oscar Freire,ChIJcZbjn9VZzpQRFSUcBEhHY_s,"{'snippet': ""'Good selection off cakes and small Brazilian sweats (brigadeiro).'""}",People typically spend 25 min to 1 hr here
238,Cristallo Oscar Freire,ChIJcZbjn9VZzpQRFSUcBEhHY_s,"{'snippet': ""'Great place to people watch'""}",People typically spend 25 min to 1 hr here
239,Cristallo Oscar Freire,ChIJcZbjn9VZzpQRFSUcBEhHY_s,"{'snippet': ""'Good coffee Nice view'""}",People typically spend 25 min to 1 hr here
240,Marie Marie Bakery,ChIJoU3JAmNezpQRI-2wOMJPEY0,"{'snippet': ""'The right place for a family meeting'""}",People typically spend 15 min to 1 hr here
241,Marie Marie Bakery,ChIJoU3JAmNezpQRI-2wOMJPEY0,"{'snippet': ""'Great ambiance, gourmet food!'""}",People typically spend 15 min to 1 hr here
242,Marie Marie Bakery,ChIJoU3JAmNezpQRI-2wOMJPEY0,"{'snippet': ""'Little, but is a cool place to know and to prove different bakery options'""}",People typically spend 15 min to 1 hr here
243,Nespresso Boutique,ChIJAQDMvNVZzpQRrwqLrcpWOe4,"{'snippet': ""'Great selection of coffees, sometimes coffee based drinks are served too.'""}",People typically spend 20 min here
244,Nespresso Boutique,ChIJAQDMvNVZzpQRrwqLrcpWOe4,"{'snippet': '\'It""s also a great Street for shopping\''}",People typically spend 20 min here
245,Nespresso Boutique,ChIJAQDMvNVZzpQRrwqLrcpWOe4,"{'snippet': ""'Great Customer Service.'""}",People typically spend 20 min here
246,HUB Food Art Lounge,ChIJGbDeM09XzpQRR3Okpl-5CZw,"{'snippet': ""'Great food and service.'""}",People typically spend 15 min to 2 hr here
247,HUB Food Art Lounge,ChIJGbDeM09XzpQRR3Okpl-5CZw,"{'snippet': ""'Very nice atmosphere and excellent menu.'""}",People typically spend 15 min to 2 hr here
248,HUB Food Art Lounge,ChIJGbDeM09XzpQRR3Okpl-5CZw,"{'snippet': ""'I chose the ceviche of the day as my appetizer.'""}",People typically spend 15 min to 2 hr here
249,Magô Restaurante,ChIJJ45OI2hXzpQRXJl5Lij_BSw,"{'snippet': ""'Spent 400 usd here for delicious meal for 2 with drinks.'""}",People typically spend 1-2.5 hours here
250,Magô Restaurante,ChIJJ45OI2hXzpQRXJl5Lij_BSw,"{'snippet': ""'Interesting decor, food: not so interesting...'""}",People typically spend 1-2.5 hours here
251,Magô Restaurante,ChIJJ45OI2hXzpQRXJl5Lij_BSw,"{'snippet': ""'This place was recommended as the best sushi place in São Paulo.'""}",People typically spend 1-2.5 hours here
252,Jiquitaia,ChIJCaUFxsxZzpQRQO93YKHQBz0,"{'snippet': ""'Excellent restaurant serving Brazilian food at a quality hard to find elsewhere.'""}",People typically spend 1-2.5 hours here
253,Jiquitaia,ChIJCaUFxsxZzpQRQO93YKHQBz0,"{'snippet': ""'Drinks (mate and lemonade) were way too small for the price.'""}",People typically spend 1-2.5 hours here
254,Jiquitaia,ChIJCaUFxsxZzpQRQO93YKHQBz0,"{'snippet': ""'A lightly spicy sauce complimented the perfectly cooked meat.'""}",People typically spend 1-2.5 hours here
255,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': ""'Amazing food and drinks, great atmosphere and the staff was lovely.'""}",People typically spend 1-2.5 hours here
256,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': ""'Great food and great service, although the prices are too high.'""}",People typically spend 1-2.5 hours here
257,Bar da Dona Onça,ChIJEyOtjU5YzpQRJi-Cf-QbjYU,"{'snippet': ""'The caipirinhas are great and they have a good selection of Brazilian beers.'""}",People typically spend 1-2.5 hours here
258,"Vasto Restaurante: Steakhouse, Sushi, Lagosta São Paulo SP",ChIJuxjBPVZZzpQRSVKs40Ekrfk,"{'snippet': ""'Good food, good drinks, good service, fair price for what you get.'""}",People typically spend 1.5-3 hours here
259,"Vasto Restaurante: Steakhouse, Sushi, Lagosta São Paulo SP",ChIJuxjBPVZZzpQRSVKs40Ekrfk,"{'snippet': ""'We finished the meal off with the Oreo cheesecake, and the Argentine pancake.'""}",People typically spend 1.5-3 hours here
260,"Vasto Restaurante: Steakhouse, Sushi, Lagosta São Paulo SP",ChIJuxjBPVZZzpQRSVKs40Ekrfk,"{'snippet': ""'This place has potential but our experience was very average.'""}",People typically spend 1.5-3 hours here
261,"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",ChIJlYzOp9lZzpQRsgQfSrC7_60,"{'snippet': ""'A good restaurant to taste brazilian’s prawns meals !'""}",People typically spend 5-30 min here
262,"Camarada Camarão Shopping Cidade São Paulo: Camarões, Peixes, Happy Hour, Restaurante, São Paulo SP",ChIJlYzOp9lZzpQRsgQfSrC7_60,"{'snippet': ""'Camarada is a chain restaurant that features many shrimp style dishes.'""}",People typically spend 5-30 min here
263,Wanderlust Bar & Cozinha,ChIJJSnFFdBZzpQRDH46B55PVWg,"{'snippet': ""'There are options for everyone, since veggies, vegan and meat lovers.'""}",People typically spend 1-2 hours here
264,Wanderlust Bar & Cozinha,ChIJJSnFFdBZzpQRDH46B55PVWg,"{'snippet': ""'Excellent, cold beer, good service and the Thai noodles were great.'""}",People typically spend 1-2 hours here
265,Wanderlust Bar & Cozinha,ChIJJSnFFdBZzpQRDH46B55PVWg,"{'snippet': ""'Very nice place, food, stuff, and reasonable price.'""}",People typically spend 1-2 hours here
266,Nelita Restaurant,ChIJxRFEFEBXzpQRHeWNJX73-4s,"{'snippet': ""'Wide mix of choices for many tastes, small but well served space.'""}",People typically spend 1.5-3 hours here
267,Nelita Restaurant,ChIJxRFEFEBXzpQRHeWNJX73-4s,"{'snippet': ""'Restaurant is incredible including interesting menu and wine offer.'""}",People typically spend 1.5-3 hours here
268,Nelita Restaurant,ChIJxRFEFEBXzpQRHeWNJX73-4s,"{'snippet': ""'Amazing food and charming place.'""}",People typically spend 1.5-3 hours here
269,Seen - Restaurant & Bar,ChIJhZpBtchZzpQRnRjU1MnDvEY,"{'snippet': ""'Food is excellent, little bit small selection.'""}",People typically spend 1.5-3.5 hours here
270,Seen - Restaurant & Bar,ChIJhZpBtchZzpQRnRjU1MnDvEY,"{'snippet': ""'The view, ambiance, and service were all of high quality.'""}",People typically spend 1.5-3.5 hours here
271,Seen - Restaurant & Bar,ChIJhZpBtchZzpQRnRjU1MnDvEY,"{'snippet': ""'Super tasty food and great place to sit.'""}",People typically spend 1.5-3.5 hours here
272,Roi Méditerranée,ChIJS_27lD9ZzpQRNX4n58VjOVo,"{'snippet': ""'Place to see and be seeing+Outstanding Food and Service!'""}",People typically spend 1-2.5 hours here
273,Roi Méditerranée,ChIJS_27lD9ZzpQRNX4n58VjOVo,"{'snippet': ""'We were treated very rudely by the hostess from the moment we asked for a seat.'""}",People typically spend 1-2.5 hours here
274,Roi Méditerranée,ChIJS_27lD9ZzpQRNX4n58VjOVo,"{'snippet': ""'Amazing atmosphere, delicious food, loved everything about it.'""}",People typically spend 1-2.5 hours here
275,Restaurante Emiliano,ChIJtyRW09ZZzpQRLt2nWdS_H1o,"{'snippet': ""'Impeccable service and good selection of dishes.'""}",People typically spend 1.5-3.5 hours here
276,Restaurante Emiliano,ChIJtyRW09ZZzpQRLt2nWdS_H1o,"{'snippet': ""'Menu could have a bit more options in the breakfast.'""}",People typically spend 1.5-3.5 hours here
277,Restaurante Emiliano,ChIJtyRW09ZZzpQRLt2nWdS_H1o,"{'snippet': ""'The beef filet incredibly tender and the pirarucu fish was incredibly flavorful'""}",People typically spend 1.5-3.5 hours here
278,Coco Bambu - Anália Franco,ChIJ51vwtYlezpQRfNL4xHbWdAU,"{'snippet': ""'Price is ok as compared to quantity served (some people may disagree).'""}",People typically spend 1.5-3 hours here
279,Coco Bambu - Anália Franco,ChIJ51vwtYlezpQRfNL4xHbWdAU,"{'snippet': ""'Also comfy atmosphere, super clean and nice live music but not disturbing.'""}",People typically spend 1.5-3 hours here
280,Coco Bambu - Anália Franco,ChIJ51vwtYlezpQRfNL4xHbWdAU,"{'snippet': ""'I had a dish with shrimps dipped in cream and fried potatoes.'""}",People typically spend 1.5-3 hours here
281,Restaurante Manioca,ChIJtb39eG1XzpQRemjrBmnNDR8,"{'snippet': ""'Tasty food served in a delicious atmosphere.'""}",People typically spend 10 min to 1 hr here
282,Restaurante Manioca,ChIJtb39eG1XzpQRemjrBmnNDR8,"{'snippet': ""'The appetizers are soooo good, in fact everything at this place it’s delicious.'""}",People typically spend 10 min to 1 hr here
283,Restaurante Manioca,ChIJtb39eG1XzpQRemjrBmnNDR8,"{'snippet': ""'Similar pricing (yes, expensive) but the service was rather disappointing.'""}",People typically spend 10 min to 1 hr here
284,Restaurante Mancini,ChIJl0MlbYxZzpQROAOyGf15cGg,"{'snippet': ""'A place to spend time and enjoy the food & drinks.'""}",People typically spend 1.5-2.5 hours here
285,Restaurante Mancini,ChIJl0MlbYxZzpQROAOyGf15cGg,"{'snippet': ""'Friendly staff and very nice Italian food.'""}",People typically spend 1.5-2.5 hours here
286,Restaurante Mancini,ChIJl0MlbYxZzpQROAOyGf15cGg,"{'snippet': ""'The food is extremely tasty and served in decent quantities.'""}",People typically spend 1.5-2.5 hours here
287,Cór,ChIJq1cGjSxWzpQRqNuO9_rieo4,"{'snippet': ""'Beautiful cozy atmosphere good service and food'""}",People typically spend 1-2.5 hours here
288,Cór,ChIJq1cGjSxWzpQRqNuO9_rieo4,"{'snippet': ""'They serve a really good meat, incredible quality!'""}",People typically spend 1-2.5 hours here
289,Cór,ChIJq1cGjSxWzpQRqNuO9_rieo4,"{'snippet': ""'Pudding was the grilled pineapple and it was good.'""}",People typically spend 1-2.5 hours here
290,Terraço Itália,ChIJz36TCeJZzpQR4vkgCNah0Dw,"{'snippet': ""'Very cool place, delicious foods and drinks, amazing service.'""}",People typically spend 2-3.5 hours here
291,Terraço Itália,ChIJz36TCeJZzpQR4vkgCNah0Dw,"{'snippet': ""'Prices were fair for the area, quality and experience.'""}",People typically spend 2-3.5 hours here
292,Terraço Itália,ChIJz36TCeJZzpQR4vkgCNah0Dw,"{'snippet': ""'Food was great and you cannot beat the views this restaurant has to offer.'""}",People typically spend 2-3.5 hours here
293,Spot,ChIJS9JQb8xZzpQRlLHlndo7ghQ,"{'snippet': ""'Great place, drinks, quality of food, options, service...'""}",People typically spend 1-2.5 hours here
294,Spot,ChIJS9JQb8xZzpQRlLHlndo7ghQ,"{'snippet': ""'Perfect combination of great food, cool design and fun people watching.'""}",People typically spend 1-2.5 hours here
295,Spot,ChIJS9JQb8xZzpQRlLHlndo7ghQ,"{'snippet': ""'Delicious Oriental pasta with chicken and simple steak with vegetables.'""}",People typically spend 1-2.5 hours here
296,Famiglia Mancini Trattoria,ChIJfadx80xYzpQRyHnuTnmQmDA,"{'snippet': ""'Good food, wine, music, environment and service!'""}",People typically spend 1-2.5 hours here
297,Famiglia Mancini Trattoria,ChIJfadx80xYzpQRyHnuTnmQmDA,"{'snippet': ""'Easy going place , ok good, a classic Brazilian Italian restaurant'""}",People typically spend 1-2.5 hours here
298,Famiglia Mancini Trattoria,ChIJfadx80xYzpQRyHnuTnmQmDA,"{'snippet': ""'Food portions are huge and they recommend ordering one dish to three people.'""}",People typically spend 1-2.5 hours here
299,La Boulange - A Padoca Francesa,ChIJyesOOjZbzpQRkDFW9NMCOIk,"{'snippet': ""'Nice place , with many delicious of French grocery products.'""}",People typically spend 20 min here
300,La Boulange - A Padoca Francesa,ChIJyesOOjZbzpQRkDFW9NMCOIk,"{'snippet': ""'Pretty good croissant by the way.'""}",People typically spend 20 min here
301,Esplêndida Pães e Doces,ChIJDSjswYdZzpQR03vQLS0KrJ0,"{'snippet': ""'Good food, good service and fair price'""}",People typically spend 20 min here
302,Esplêndida Pães e Doces,ChIJDSjswYdZzpQR03vQLS0KrJ0,"{'snippet': '\'Clean place with lot""s of bread opitons\''}",People typically spend 20 min here
303,Esplêndida Pães e Doces,ChIJDSjswYdZzpQR03vQLS0KrJ0,"{'snippet': ""'Amazing breakfast and brunch!'""}",People typically spend 20 min here
304,Crime Pastry Shop,ChIJZfhsVTRXzpQRpdQmK1du-h8,"{'snippet': ""'Tasty pies, cakes and other goods, but a little too pricey for what it offers.'""}",People typically spend 25 min here
305,Crime Pastry Shop,ChIJZfhsVTRXzpQRpdQmK1du-h8,"{'snippet': ""'It is just ok, and 13% service to get and pay at the counter is a scam.'""}",People typically spend 25 min here
306,Crime Pastry Shop,ChIJZfhsVTRXzpQRpdQmK1du-h8,"{'snippet': ""'I love the pastries, the service is great it deserves the fame.'""}",People typically spend 25 min here
307,Tammy Montagna Delicious Patisserie,ChIJexJ--oJXzpQR3wqGvP8gbok,"{'snippet': ""'Good coffee, nice food, and great service'""}",People typically spend 20 min to 1 hr here
308,Tammy Montagna Delicious Patisserie,ChIJexJ--oJXzpQR3wqGvP8gbok,"{'snippet': ""'Nice cakes, lovely place, excellent choice of music.'""}",People typically spend 20 min to 1 hr here
309,Tammy Montagna Delicious Patisserie,ChIJexJ--oJXzpQR3wqGvP8gbok,"{'snippet': ""'Very friendly atmosphere.'""}",People typically spend 20 min to 1 hr here
310,Jules l'art du pain,ChIJa1XC_gFZzpQR6ZbaEJ55900,"{'snippet': ""'Good place to have breakfast'""}",People typically spend 20 min to 1 hr here
