,title,place_id,username,rating,description,images,date
937,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Simone de jesus oliveira,5,"Local aconchegante, produtos de excelente qualidade e sempre fresquinhos. O atendimento é incrível, todos bem educados e acolhedores. Vale muito a pena conhecer.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOT07rikVm9mUiYCIQXPHjV_kLOUb9g10AeGb70=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPPCXanEANzZ-gkofiHJ5JakT1FQ7utTod6be4X=w150-h150-k-no-p'}]",4 months ago
938,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Dany Gregory,5,"Suspeito em recomendar a Cá. Acabamos nos tornando amigos. É este tipo de lugar que você cria laços. Excelentes produtos, atendimento e qualidade em tudo aquilo que fazem. Em especial um elogio ao João que produz comida de excelente qualidade!
Quer um cafezão especial tocaya, é aqui!",,2 months ago
939,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Lyz,5,"muito bom! café de qualidade, comidinhas muito bem feitas e ambiente super confortável. valor alto, mas entrega o que se propõe a fazer.",,a month ago
940,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Valeria do Amaral,5,"Lugar super aconchegante e descolado
Vários cafés e chás
Quiches fresquinhos
E o meu preferido choux
O pessoal atende com carinho e atenção",,a week ago
941,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,André Azevedo Kageyama,5,"Um lugar super agradável, atmosfera de interior, onde o tempo para. Espresso muito bem tirado, queijo quente de comer rezando, e uma quiche deliciosa, fora o atendimento super simpático :)",,3 weeks ago
942,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Camila Rocha,5,Quiches e banoffe maravilhosas. Tudo mundo saboroso. Suquinho de laranja fresco. Atendimento excelente e o ambiente bem agradável.,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO2Q2UtcChdBrtZUhgv42PMYSPMOA4GGtQiRZIv=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMtW7yUWHxheBtSfHLEbsfZmXtYw4klvSB8R1q8=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNJGqXHyowyJhLBd3MAB8xpnzU-MvENzk0wbsdA=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPXJl2bDBLMkOZPYOgqcnNd1KSNg0jKFp9YEAUu=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOyYSji0zfl1uGSOi1sMeVPyA-dmqwskULNXLZw=w150-h150-k-no-p'}]",a year ago
943,Cá entre nós Café - Cafeteria em São Paulo,ChIJWydMUNf5zpQRmkOA69AXL28,Sthefany Flor,5,"Melhor café de São Paulo. Nota mil para o pão de queijo, torta de maçã e bolinho de cenoura.",,3 weeks ago
944,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Mi E Ro,1,"Atendimento ruim de mais da Camila! Um amor para vender, terrível para manter o cliente depois! Nossa  avaliação, porquê somos em 4 aqui, nesse primeiro mês como clientes, é horrível. Numa falha nossa aqui de não verificar os e-mails por 5 dias, sem outro tipo de aviso, que não por e-mail, protestaram nosso 1° boleto com eles e agora, numa Quinta-feira, 9h30 da manhã não tem um funcionário capaz de te ajudar nisso. Ninguém chegou ainda segundo outro funcionário que atendeu. Tratando nossa primeira experiência como se fôssemos sei lá, prefiro nem nomear, mas está terrível e estamos mesmo frustados ainda temos um contrato de 12 meses para cumprir. Uma ligação para o celular teria feito total diferença mas não foi a escolha dessa empresa. Esse foi o resultado e minha opinião deixarei registrada para os próximos pq 2 estrelas já é suspeito. 15 notas 5 estrelas???? Oi?? O que aconteceu logo na minha vez?",,a year ago
945,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Sophia Dias,5,"Ótima empresa, com produtos de altíssima qualidade!!!Funcionários sempre a disposição e super bem treinados, fora que o atendimento sempre excelente e prestativo!!Recomendo a todos que apreciam um ótimo café e máquinas de qualidade.",,2 years ago
946,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Fono Pay,5,"Poxa... quando me indicaram, eu não imagina que seria tudo tão perfeito! Desde o produto, em si, até o atendimento! Parabéns, vocês são feras!",,2 years ago
947,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Alessandro M.,5,Fui muito bem atendido e os produtos são os melhores que eu já tive à disposição! Agradeço e SUPER RECOMENDO! 👍,,2 years ago
948,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Donato Consultoria,5,"Recomendo ! Tenho máquina e compro café com eles , super atenciosos e rápidos .",,2 years ago
949,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Mônica Bevilacqua,5,"No que se refere à Máquina para Café, vocês são fantásticos! Imbatíveis na relação custo-benefício! Adorei!!!!",,2 years ago
950,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Christian Mascarenhas,5,Fui por indicação de um amigo e gostei muito do atendimento. Vale a pena conhecer!,,2 years ago
951,Sapore Expresso Máquina para Café,ChIJH88kiz5YzpQRmdLN2ry2t3Q,Tarcila Maria Evangelista Garbini,5,"Atendimento nota mil,o melhor café expresso que conheço...recomendo",,2 years ago
952,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,Willian Ramos,5,"Wonderfully bakery, and it has lunch. The buffet at lunch time is huge, many options of salad and meat. I""d.loved.that and this one is a little crowded In the rush hour. Since I was looking for a place to finish a report, this was good but had only 2 or 4 tablet with power to charge mobiles/laptop. But the lunch and coffee were perfect.",,3 years ago
953,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,Mônica Telecki Sobolewski,5,Delicious food. Friendly staff,,a year ago
954,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,André Deal,4,"Products and excellent food, high price!",,3 years ago
955,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,helson ngana,5,Top D +,,2 months ago
956,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,Itamara Dall Alba,3,Good variety.  Service is slow,,4 years ago
957,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,The Maverick!,5,Nice ambience...excellent coffee and snacks!,,3 years ago
958,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,Dean Cervantes,4,The place was a little expensive but worthy!,,3 years ago
959,Padaria Lareira,ChIJMcnvdSz4zpQRSx9N7AZrXIE,Adelmo Couto,1,"Customer service very poor, very very poor! Do u want me to draw????",,4 years ago
960,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Alejandro Pellegrini,5,Amazing,,a year ago
961,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Viviane Nunes Conceição de Oliveira,5,"Amei esse lugar, super aconchegante, vários ambientes, uma pena que por causa do tempo meio chuvoso a área externa não estava aberta. É bastante utilizada como co-working. Gostei da empanada de cogumelos, do pão artesanal, do cappuccino com leite de aveia e o brioche de chocolate. Meu marido tb gostou muito da cuca de uva que provou. Só achei o suco verde meio fraquinho, sem muito sabor. Já quero voltar pra provar mais opções. Achei que faltam informações atualizadas sobre o horário de funcionamento nas redes sociais.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNKyRQlnmx8hGb6TM8lpbZFa_MLFhzOpVTMB-Im=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNGYdtSWCqSpahgNMvmpsxAGDS2BPYAMzoXv5B0=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNpwXMXL3aRx5h_DwXlros8X9nkaK2FE1cD7Bf0=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMFLFSIG4Y5jBuMb3BdafxGD7pbigBD8u7Zv_Vr=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO3MJbg1ofjLx6GUMyBkGqg-AncdtW3oTfAc6zn=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOdN1eKMVBRcXzZwTR9uRJSPLxphdqE3MiAWF9w=w150-h150-k-no-p'}]",9 months ago
962,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Patrícia Scolese,5,"Que lugar! Um mimo! Atendimento impecável! A decoração te faz sonhar… comida ótima e drink muito bem executado ( tomei aperol ). Música ambiente deliciosa, mesas ao ar livre envoltas por um jardim maravilhoso. A zona norte ganhou muito com vcs! Ahhh são pet friendly! Recomendo fortemente a visita! Vcs vão amar","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOUYRDg0jEAeHOIIOGE4wRwSzikn4aIg2jR2jWq=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOWidX3RQKZJo3-LmYVWt1qmKcQXQjUkoxp8oU1=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMCEvCROit5_RgHcT0vhItlxbxxhZpUXDP9e4sZ=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMsh45R3WaqkqnEljYF7g6FvGMHVog0XEQUEb4I=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOC59u4LVC8nMsPcBOXMGq5DSfh60AAozCBQJpy=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMOvECy67GSq3UTKXoCfJSLfwZaWtBTxhb8_nGh=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMMkZoQSyL-_WObXPlP-ZtRnJWqHG7cQ-lzlAu3=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMASZlQfkes_L5XN1X8s4NyFNwjlUYzzBIh0bTH=w150-h150-k-no-p'}]",a year ago
963,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Victor Leite,5,"Ótimo lugar, super aconchegante, com vários ambientes tanto internos quanto externos. Decoração incrível! Excelentes opções de bebidas, comidas e sobremesas. Destaque para a cuka de uva e as tarteletes. atendimento excepcional! E um grande destaque pelo o lugar ser pet friendly, por conta disto conhecemos a gatinha Capuccino que e um amor!
Única ressalva vai para o valor um pouco elevado.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNlAEXBTRUY-sSFn0YATe1N6cxzj6Solhgh4QKi=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMve-9INgBlyBjq0dVD7fkV3WXItqO7-l-epvm5=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPM9JyiVyTO5bLKNeOsAXK9Krp9iuFpcCdXPvVE=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOo_cjKSpGtNeCUVBfXb9lP_tha0SQGHsN0oyp0=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP5C42ad12S7r3mhu_5eIx6z0L2DKqYJ1dK0Yj9=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPxwze35RYju_ZVJQQHGMjc1gE9Fc-Gx-0wZrSL=w150-h150-k-no-p'}]",4 months ago
964,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Patrícia Queique,5,"Moro próximo ao bistrô/café, passo na frente com frequência  e o clima intimista me atraía, hoje fui conhecer e superei minhas expectativas, encantador! E estiloso! Sai feliz por conhecer um lugar de muita autoria que atraia pela verdade da proposta que se fizeram. Eu sempre falei aos meus amigos gringos: essa não é uma cidade de beleza óbvia,  como o Rio de Janeiro, é pra ser descoberta! Um café no jardim secreto em uma rua improvável da zona norte, vida longa ao jardim!!! Parabéns ao projeto de decoração e ambiência, eu muito recomendo!","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP6wKwF4dS0YCR5EeZuMXhOix443Wx1W6GKRh4a=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMJME2SgMc1Xx07AFNkDzfhCjKDtE7A8Mf5RY7Y=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPth-6BlP1uS-pyG-XZeTRNNwqTBDzffx0spafq=w150-h150-k-no-p'}]",7 months ago
965,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Andreia Nobrega,5,"O café fica em um sobrado antigo, com jardim e ambientes internos bem decorados. Café, pão de queijo, torta de coco e banana muito saborosos. O atendimento é um pouco demorado, mas vale desfrutar do café com calma, sem pressa.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP8VyzrBoJXajcPIu7hHfgVLbq-8DXyk_BYFQne=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOr8sb8TujYZfhyKLjX0VLE5B3B4c6DK3wx_61z=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPXoyNSmKy83os16Sivk7-K9RUtwvF29w_jVLLD=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMpc3EbYxDiZU5eJ-04IjY-pVcZMi9qQsem9nL8=w150-h150-k-no-p'}]",2 months ago
966,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Paula Schonert,4,"Lugar muito agradável, com aparência de casa de vó com jardim. Decoração bem despojada, estilo vintage. Pessoal bastante simpático. Almoço do dia com uma opção no cardápio, as demais são tortas e quiches com salada ou tigela vegana.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMxBQ73P0cM9Bi2LlS2Ue1VjBh31nPGRbN7fEm0=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMVvX5aFT_XCQ1IwRMFf0VidIWJVHbeGAPwpTss=w150-h150-k-no-p'}]",a year ago
967,Café no Jardim,ChIJ2aUWIZv3zpQRX8Z5vB3957c,Joao Carlos Silva,5,"Tenho um grande amigo, mestre em descobrir oásis. Ótimo achado, diferente, possui um ambiente super agradável, tranquilo, sereno e acolhedor, faz bem a alma e ao coração, a frequência é diferenciada, culta e de bom gosto, pessoas bonitas. O atendimento é gentil, educado, faz parte da proposta da casa, você nota claramente, que gostam do que fazem, coisa rara. Cafés, sucos e chás, são ótimos, não têm refrigerantes, é a proposta da casa, mas sinceramente, você não vai sentir falta. É um lugar que leva você a refletir, que existem outros alimentos e outras maneiras de se alimentar, sem perder o sabor, e o prazer a mesa. Ótimos lanches, esperimentei o com pão de queijo, estava espetacular. É um lugar para sentar, conversar, refletir, e provar um cardápio mais saudável, com ótimos lanches, salgados e bolos, muito bem preparados e apresentados e um chá gelado com  um super sabor. Bairro tranquilo, seguro,  próximo ao Metrô, e fácil de estacionar. A região merecia um lugar alternativo de extremo bom gosto, como o Café no Jardim. Lugar a ser visitado, e aí como eu, virar cliente. Um lugar que muda para melhor, o conceito do lanche da tarde !!!","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOwhect9X5ps7-xdWquFLQEqkyUQjwNpoFTjTaG=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMFu_2Qf7437Jq-oGTDo7SfcTs_JwrjbBCoEK7k=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMU8s8ZohbKhw6Cavcqut7W7ZfPBkQ4D4VGT7sm=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPTQ4757JLbIf5Koz7G-RwpC4eloRidWJJq1SS9=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNrU-YjKtjZt6yTMY17v9kQfVyjOHF3r29FBUqt=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOW46V5Zna3oZduj3kEt5no8wZ0Lxcz1G7qZPFu=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOkTgFRwA2dC865_xz_9PB2PEzm26l12VEzY11T=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMUf0aSiAr6Bn4YiQeAn7-aOLT9JX94zxrPtzJq=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOjuUZxQAjNrr58r3MLDBxLjPW8ZOawWFMq7-Wl=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOzlgPW9I_Z-exfHAN3kBaTtUPuWdEWRj_m-JkQ=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNFP2kIvS9Pw1C2YkYj9fOuJAMIcFhjD-b-iK_T=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN5uIe8abRAaiPphyxw0-36ikNGKiHP4MVsOWv3=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMU-NzbOC10OFCxxaLsV7EnpLCYm8Qog0zxRAR6=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNE1cC5LyM1BtWOzqCVyRXi5H6EmbigcDXlJTA8=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM5tG7wQTIiKZqAjHRAgC-bBIV5TPcYx-UpBaqF=w150-h150-k-no-p'}]",a year ago
968,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,kasem abdallah,5,Great location in cooperation with  Saraiva Megastore,[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPaYaUpeUWnPjkBuT6NkRwkImpBkB4I2hNYzkCB=w150-h150-k-no-p'}],3 years ago
969,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,Rodrigo Ferreira,4,Just another nice  coffee place,,4 years ago
970,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,Nevile Ruas,4,"The wi-fi is not working for quite some time, but it""s a Starbucks inside of a Library so... Coffe and books... I""ll take it ;)",,4 years ago
971,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,Marcos Valeta,5,Great service! And a delicious brigadeiro frappuccino.,,a year ago
972,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,dima albek,2,Most of the drinks are so sweet not like Starbucks in other countries,,4 years ago
973,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,Caique Andrade,5,"Excelente, fast, clean, good and tasty",,a year ago
974,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,Luiz A D R Marques,4,Interessante o cold brew vanilla...,,3 years ago
975,Starbucks,ChIJB0UWvpBYzpQRGErxXALXNf4,David Neubauer,5,Fika Dika! Frappuccino de Choco Chip!,,7 years ago
976,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,D D,5,"The breakfast here is excellent and there is an incredible variety of products. Also, found a real gem...an independendent violonist was playing classical music for eveyone. Very pleasant experience...",,2 years ago
977,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Leonardo Pedroso,4,Food is excellent! My sandwich could be a little bit more juicy but the taste was excellent. My experience with this service was.good and fast! Excellent trade off (cost x benefit),,5 years ago
978,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Kiyoshi Toyama,3,Service is good and fast. We asked for 'Pernil' sandwiches but they were disappointing. Too dry.,,3 years ago
979,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Alessandra Miras Fernandez,4,"Food is great, desserts have room for improvement. Service is ok, location is convenient and the house looks good.",,6 years ago
980,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Apolo Suarez,5,"Good soup and pastry   .
Nice and clean .good atmosphere
Prices ok",,a year ago
981,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Raphael De Marco,3,"Good food, but it can be quite expensive...",,4 years ago
982,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Leidson Lima,5,Top,,8 months ago
983,Bakery La Brunet,ChIJT3qQJzT2zpQRi_9yxRTkPhc,Fernando Dantas,5,Really nice food!,,4 years ago
984,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Luis Rocha,5,"The atmosphere is amazing, remembering great places of London, with a great view of the mountain, topped with a vip greetings from the staff and amazing cakes and chocolates.",,a year ago
985,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,André Albuquerque,5,I just loved! The trip and the food is awesome. Just go!,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPLSDSdY2vuMwnFEhOlkMhlZv1W1yETf1DmUn4h=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPsNH6KynOFf_lq33UoZAWkzZzjlotEj8rm_cX6=w150-h150-k-no-p'}]",4 years ago
986,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Paulo Fanton,5,Cozy place with affordable menu options. Fits perfectly with romantic dates,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMijmfQDyRJXP2cQr1wKe-skyQ66aOht85m3Xd5=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMC-yo_Ym67Bhgww-SQeuGac4ndTn-sj4bD1eSC=w150-h150-k-no-p'}]",4 years ago
987,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Ezequiel Souza,5,"Nice place, good service and food!",,7 months ago
988,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Humberto Carneiro,4,"Nice place, excellent coffee and dessert!",,8 months ago
989,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Enrique Di Prinzio de Oliveira,4,"They need to improve the service quality. Other than that, great coffee and cheesecake. Worth a try, but go with patience/time.",,6 years ago
990,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,Ralph Comm,4,"They confused the names but aside from that,  it was a good spot for breakfast.",,a year ago
991,Jacques Café,ChIJ7XxVOPvwzpQRSQTd2jItJfI,PRATHAM BENARA,5,One of a kind experience...a must place to visit,,3 years ago
992,Coffee Story,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,mandar pitkar,5,"One of the best theme of 'Toy Story' coffee shop in Sao Paulo. Amazing pizza options including vegetarian and vegan. Delicious coffees aromatic and we""ll served. Mouth watering 😋 Frappé(Had frappe of Nutella). Very well decorated with details including cups for café everything themed. Lots of succes and best wishes. Highly recommended and must visit very kid friendly.","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMvhHTUaMNSLzR-K6I3zLOItVVrg89y56fRTLmZ=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMOugk1eyGhQJst0IZiST-f9OYBUy2jvUTLVfcJ=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMaNbiZaF8n0lAkqgwHwYJzWL4n6FvZBjbhEqyX=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNzL1iV473m1Us_t_JHMzro4aM0OM-rtlI_TGI7=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPeTsHgq0fUPIMMhxfgJBYi0O7ZFN46x5AioCyf=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMbnDiwTJSG4FAhN2DdPrUgLulfOtDT93x940ov=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNRJS8fGc2rYULqs-jcwbA-_Vw9wcQf1bU-EkMK=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPxcyfi83cvKaXC91rXxJRr08-xjPzINwmVK-pg=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPj0IGR4aG-YW2CltDqmtyDpO3naglQNsgdKZbq=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPErPBGb9vlpPIJllMdQI6L9xTUFTkU9HBDvj-v=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOnhiDeX4Fwk0DafuklrekwWxwvMk7xD7nEg8Ua=w150-h150-k-no-p'}]",7 months ago
993,Coffee Story,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,Anderson Figueiredo,5,"Wonderful place, the staff was great, they can explain to you everything about coffee.",,3 years ago
994,Coffee Story,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,Cyclebelle Mybike,3,"Infelizmente minha experiencia foi decepcionante.
Vi algumas fotos deste café temático e resolvi ir conhecer.
Não foi nada como eu esperava...A decoração deixa muito a desejar...e o atendimento é bem confuso.
O lugar é pequeno, acho que só tem 2 mesinhas na área interna e o resto fica na parte externa onde tem outras empresas e o estacionamento.
Os preços também são acima da média e não gostei muito do capuccino e nem do pão com catupiry.
As mesinhas imitam aqueles cubos com letras e números...porém notei que precisam de reparos...a cadeira que sentei estava quebrada! Outra coisa que não gostei foi o cardápio que é QRcode ..🍮🧁","[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPhBJh_cOePc4jNQdowLe6-0Wy6gq0aZ11hql5c=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOvTmYX2Hl3BBsGgnY-KR3QEPeRYGAXMnirwHlb=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMCsh3BPY-rQlPs0OJqDZgdEoulKC5jeZopTuFa=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNif_M6n-sBks4Ifgb37glv9gVmnM3mdNegBlbB=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMO2T-O6Ld6jAcB6y-5Czaf5tzAmla-9zELhmF7=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMql86noAILHtB_PiRnK1Ub6pgeEimVlUzD8UG-=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPeMeWsK7ujO3tAMx6RKG4x5qekz4MtabAJyg_-=w150-h150-k-no-p'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM3Cjitbvbj5Jlal3DgPgt8di1kaNjHZRThsAiP=w150-h150-k-no-p'}]",a year ago
