Estabelecimento_ID,ZonaSP,Endereço,Latitude,Longitude
ChIJT-hrDRBPzpQRKXkvSeLMJmo,Sul,"R. Maria Casusa Feitosa, 155b - Grajaú, São Paulo - SP, 04830-000, Brazil",-23.73373,-46.698945
ChIJRYXWCfZfzpQRnQmVo7xQdDY,Leste,"R. Terra Roxa - Tatuape, São Paulo - SP, 03305-010, Brazil",-23.548377,-46.5772311
ChIJNa0DL-35zpQRKCC2Znb4IKo,Oeste,"Rua Werner Von Siemens, 111 - Lapa de Baixo, São Paulo - SP, 05040-000, Brazil",-23.5127188,-46.7093461
ChIJuVvW1E1XzpQRnYMSOgyLpko,Oeste,"R. Gomes de Carvalho, 955 - Vila Olímpia, São Paulo - SP, 04547-003, Brazil",-23.5984836,-46.6826996
ChIJKwmmLfJWzpQRc6re6SSTwAo,Oeste,"Av. Prof. Francisco Morato, 2718 - Butantã, São Paulo - SP, 05512-300, Brazil",-23.5846076,-46.7250211
ChIJhWAOMKP5zpQRzJd4UYbOruA,Oeste,"R. Parapuã, 375 - Itaberaba, São Paulo - SP, 02831-000, Brazil",-23.4813206,-46.6920796
ChIJiajcgkVFzpQRI_Ww3MopceQ,Sul,"R. Blanche Marchesi - Americanópolis, São Paulo - SP, 04429-230, Brazil",-23.6809237,-46.658349
ChIJX1Ma9cBZzpQRJrnC19dYRCg,Oeste,"Av. Brigadeiro Luís Antônio, 2790/2784 - Jardim Paulista, São Paulo - SP, 01402-001, Brazil",-23.570961,-46.652671
ChIJUWmjhHZbzpQRL2zr_Q0Uvz8,Sul,"Rua Albuquerque Sousa Muniz, 176 - Vila Mascote, São Paulo - SP, 04635-010, Brazil",-23.6403952,-46.6683822
ChIJaUeCG-73zpQRmyW95u6u680,Norte,"R. Dr. José Mário Teixeira de Leão, 7 - Jardim Peri, São Paulo - SP, 02649-020, Brazil",-23.4587964,-46.6630619
ChIJEfoEcClRzpQRO-ZIt14Y1XQ,Oeste,"R. Bacaetava, 325 - Vila Gertrudes, São Paulo - SP, 04705-010, Brazil",-23.6226235,-46.6953221
ChIJ8-qX1OJZzpQRC2gTQ10holI,Sul,"R. Joaquim Távora, 1296 - Vila Mariana, São Paulo - SP, 04015-013, Brazil",-23.5873362,-46.6448522
ChIJXzhdY7pQzpQRs_5N6zEmH9w,Oeste,"R. Nova York, 570 - Brooklin, São Paulo - SP, 04560-001, Brazil",-23.6132649,-46.682648
ChIJFfjx1U1ZzpQRDzabwVLpPTY,Leste,"Av. Paes de Barros, 789 - Alto da Mooca, São Paulo - SP, 03115-020, Brazil",-23.5620291,-46.598085
ChIJwWk6iO1DzpQRh4BZfH7HQSA,Outro,"Tv. Paulo Afonso, 132 - Nova Petrópolis, São Bernardo do Campo - SP, 09770-370, Brazil",-23.7077047,-46.5466379
ChIJb45lBChbzpQR8XjGUdtYvoY,Sul,"Rua Vergueiro, 6919 - Vila Dom Pedro I, São Paulo - SP, 04273-100, Brazil",-23.6065886,-46.6141325
ChIJ22bGpedbzpQRkl2Q2vTDi-Y,Sul,"Av. Nazaré, 320 - Ipiranga, São Paulo - SP, 04263-000, Brazil",-23.5866832,-46.6109314
ChIJRwkJdA5azpQRZyM8GrH5H1E,Sul,"Av. Aratãs, 450 - Moema, São Paulo - SP, 04081-001, Brazil",-23.6100238,-46.662381
ChIJbwEi_VVZzpQRFIb6zkjaVOQ,Sul,"R. Humberto I, 91 - Vila Mariana, São Paulo - SP, 04018-030, Brazil",-23.580932,-46.6428451
ChIJVXpo7OhczpQRfalI1WHhMWI,Outro,"Av. Goiás, 1074 - Santo Antônio, São Caetano do Sul - SP, 09521-300, Brazil",-23.6166044,-46.5661519
ChIJT48IbiNRzpQRSGZ6o99GYQ8,Sul,"Av. Major Sylvio de Magalhães Padilha, 16671 - Morumbi, São Paulo - SP, 05693-000, Brazil",-23.6276436,-46.7172906
ChIJIWztu61EzpQRZ249rrLJJUQ,Outro,"Av. Helvétia, 809 - Suiço, São Bernardo do Campo - SP, 09663-000, Brazil",-23.6544319,-46.601246
ChIJRWsAf2dRzpQRZM5AbbqGtQ8,Sul,"Estr. de Itapecerica, 442 - Vila Prel, São Paulo - SP, 05835-001, Brazil",-23.6422311,-46.7407818
ChIJYTrhgdFezpQRd1j28ewGx0A,Centro,"R. Guarani, 479 - Bom Retiro, São Paulo - SP, 01123-040, Brazil",-23.5275496,-46.6383557
ChIJxbAa3X5SzpQRKIL0UM-2EPU,Sul,"R. Fernandes Moreira, 1132 - Santo Amaro, São Paulo - SP, 04716-003, Brazil",-23.6304111,-46.7050674
ChIJEUmq_XNpzpQRYaRyTf72K5Q,Outro,"R. Oratório, 1835 - Parque das Nações, Santo André - SP, 09280-000, Brazil",-23.6362193,-46.5160927
ChIJGV0upPpbzpQR3Y9DnET9bH4,Sul,"R. Canário, 544 - Moema, São Paulo - SP, 04521-001, Brazil",-23.6005417,-46.6663666
ChIJwwi78t33zpQRFzukBpnqHzg,Norte,"R. Luís Antônio dos Santos, 163 - Santa Teresinha, São Paulo - SP, 02460-000, Brazil",-23.4927353,-46.6352195
ChIJV5Mk_ab3zpQRD5OFGJnYj9A,Oeste,"R. Parapuã, 375 - Itaberaba, São Paulo - SP, 02831-000, Brazil",-23.4813206,-46.6920796
ChIJc7-AgW7_zpQRgQAO251UHOg,Outro,"R. Narciso Sturlini, 778 - Centro, Osasco - SP, 06018-095, Brazil",-23.5458615,-46.774539
ChIJVw8J54qrz5QRmn6JDre3XUw,Outro,"Largo dos Jesuítas, 169 - Centro, Embu das Artes - SP, 06803-360, Brazil",-23.6501601,-46.8516269
ChIJr3wJnwhYzpQRQuYkVWBQWDE,Oeste,"Av. Marquês de São Vicente, 121 - Várzea da Barra Funda, São Paulo - SP, 01139-001, Brazil",-23.5228882,-46.6609154
ChIJ8ZGsbGdYzpQRPJF9s4N1D4w,Centro,"R. Lubavitch, 103 - Bom Retiro, São Paulo - SP, 01123-010, Brazil",-23.5292606,-46.6382763
ChIJkyhyCqdZzpQRm3ZPazhGrKE,Centro,"R. da Glória, 746 - Liberdade, São Paulo - SP, 01510-000, Brazil",-23.5598369,-46.6334983
ChIJGbDeM09XzpQRR3Okpl-5CZw,Oeste,"R. Olimpíadas, 205 - Vila Olímpia, São Paulo - SP, 04551-000, Brazil",-23.5958868,-46.6842849
ChIJVXW2HJNCzpQRY0-rMeaHSHQ,Outro,"R. das Bandeiras, 166 - Jardim, Santo André - SP, 09090-780, Brazil",-23.6534086,-46.5339166
ChIJVdSoOkbPyJQR5x5lrwxmm9g,Outro,"Av. José de Souza Campos, 425 - Nova Campinas, Campinas - SP, 13092-123, Brazil",-22.9022936,-47.0482071
ChIJWYtgBtdZzpQRP0GVQYNmskY,Oeste,"R. Padre João Manuel, 1253 - Cerqueira César, São Paulo - SP, 01411-000, Brazil",-23.567352,-46.6676993
ChIJQxLQEbExxpQRDKOm0qRs4Mg,Outro,"R. Mal. Deodoro, 2328 - Vila Monteiro, Piracicaba - SP, 13418-565, Brazil",-22.7268652,-47.6325782
ChIJ28Q4mnuXpgAREvP-CHzQgAg,Outro,"R. Conde de Linhares, 345 - Cidade Jardim, Belo Horizonte - MG, 30380-030, Brazil",-19.9384659,-43.949267
ChIJEa9V1Xrk3JQRxZ4e7X5wWt0,Outro,"Av. Iguaçu, 1270 - Rebouças, Curitiba - PR, 80230-020, Brazil",-25.4437988,-49.2740161
ChIJFYqonejVmwARbCp9HS1ageo,Outro,"Av. Atlântica, 3668 - Copacabana, Rio de Janeiro - RJ, 22070-001, Brazil",-22.9809502,-43.1900927
ChIJtSOw-j5YzpQRyAn_v5BdOIk,Oeste,"Rua Haddock Lobo, 1589 - Cerqueira César, São Paulo - SP, 01414-003, Brazil",-23.5646171,-46.6684162
ChIJ7W95GGxnv5QRtebMZMqcy2M,Outro,"Praça Antônio Padilha Filho, 1-16 - Vila Universitaria, Bauru - SP, 17011-137, Brazil",-22.341189,-49.056995
ChIJH8FYRo5fzpQRmtTQYbZKQIk,Leste,"Rua Tariana, 60 - Tatuapé, São Paulo - SP, 03311-020, Brazil",-23.55231,-46.5641136
ChIJaZy9XXavoAARIs1BicYIF_Q,Outro,"R. Pratápolis, 160 - Bom Pastor, Divinópolis - MG, 35500-167, Brazil",-20.1218908,-44.8899735
ChIJafitkFhD65QRrti_jYQMPcc,Outro,"Av. Higienópolis, 479 - Centro, Londrina - PR, 86001-970, Brazil",-23.3141346,-51.1652814
ChIJnYassxEDzpQREo2_ha026hY,Outro,"Praça Fernandes Pacheco, 34 - Gonzaga, Santos - SP, 11060-410, Brazil",-23.9635966,-46.3354375
ChIJe4Q-kGrj3JQRvgQODR0GUdc,Outro,"R. Padre Anchieta, 1287 - Bigorrilho, Curitiba - PR, 80730-000, Brazil",-25.4302751,-49.2919939
ChIJo3shSFojWpMRXWBjcy_wxRQ,Outro,"Setor de Clubes Esportivos Sul, Asa Sul Trecho 2, Brasília - DF, 70200-002, Brazil",-15.8178677,-47.8365718
ChIJCZJhaMV5GZURbt5OEXVQaxQ,Outro,"Av. dos Estados, 111 - São João, Porto Alegre - RS, 90200-000, Brazil",-29.9961134,-51.1871009
ChIJb-IXQRc4J5URpUC30rp1jgw,Outro,"R. Bocaiúva, 2090 - Centro, Florianópolis - SC, 88015-530, Brazil",-27.586156,-48.547696
ChIJS_tyFONkJA0RpJO4nbMQtIk,Outro,"Rua do Almada 149A, 4050-037 Porto, Portugal",41.1475778,-8.6122028
ChIJe-c1LCPdrAcR5Z11M-uVoTM,Outro,"R. Lupércio Branco, 130 - Manaíra, João Pessoa - PB, 58038-110, Brazil",-7.1106194,-34.8291438
ChIJL8OTgiVzIg0RD6SKaxT_tLw,Outro,"Av. Bernardo Pimenta, 2430-010 Leiria, Portugal",39.7505758,-8.8127917
ChIJ_y3BUZt5GZURiliY6fPlu5Y,Outro,"Ground floor, Praça Dr. Maurício Cardoso, 49 - Térreo - Moinhos de Vento, Porto Alegre - RS, 90570-010, Brazil",-30.0229821,-51.2030499
ChIJlbXyafTj3JQRWYlGH6bY3EI,Outro,"R. Fernando Simas, 340 - Bigorrilho, Curitiba - PR, 80430-190, Brazil",-25.4328669,-49.2879903
ChIJz0h0d4TnmwARJxYkwgn3OkI,Outro,"Estr. do Sacarrão, 867 - casa 12 - Vargem Grande, Rio de Janeiro - RJ, 22783-415, Brazil",-22.9669431,-43.4870605
ChIJJSnFFdBZzpQRDH46B55PVWg,Centro,"R. da Consolação, 204 - República, São Paulo - SP, 01040-000, Brazil",-23.5476083,-46.6431407
ChIJpUToQOFZzpQR44DnWaMFgO4,Oeste,"Av. Brigadeiro Luís Antônio, 4700 - Jardim Paulista, São Paulo - SP, 01402-002, Brazil",-23.5818501,-46.6670647
ChIJ2UVGCzvnmwARt17sKraUQlg,Outro,"Estr. do Sacarrão, 867 - casa 3 - Vargem Grande, Rio de Janeiro - RJ, 22785-085, Brazil",-22.9665577,-43.486186
ChIJo2Sib9m-uZQRasvQ4lOR6kA,Outro,"Av. Itatiaia, 1435 - Jardim Sumare, Ribeirão Preto - SP, 14025-070, Brazil",-21.1946873,-47.8088833
ChIJAy-xygBXzpQRUvHB9h2_b3Y,Oeste,"R. Joaquim Floriano, 541 - Itaim Bibi, São Paulo - SP, 04534-011, Brazil",-23.584873,-46.6752402
ChIJvzNxS0_UvQARwEfjjLeMIr0,Outro,"R. Benta Pereira, 96 - Centro, Campos dos Goytacazes - RJ, 28035-290, Brazil",-21.756365,-41.329679
ChIJw2FpBqy4oQARWfnxzYpJqSs,Outro,"R. Direita, 166 - Tiradentes, MG, 36325-000, Brazil",-21.1097709,-44.176272
ChIJ6RYi11hZzpQRk9NkiLcujQI,Oeste,"R. Barão de Capanema, 320 - Cerqueira César, São Paulo - SP, 01410-002, Brazil",-23.5673805,-46.6657894
ChIJfcvM8niJzJQRA3v0QVedBAY,Outro,"Rua André Kotchkoff, 297 - Capivari, Campos do Jordão - SP, 12460-000, Brazil",-22.7269806,-45.5717555
ChIJ2duMhXd_mQARPb3Ob2QMqrE,Outro,"R. Alm. Alexandrino, 399 - Santa Teresa, Rio de Janeiro - RJ, 20241-260, Brazil",-22.9214317,-43.1849061
ChIJE0GJblVQzpQRPYne4AZFFPo,Sul,"Av. Mário Lopes Leão, 166/168 - Santo Amaro, São Paulo - SP, 04754-010, Brazil",-23.6504578,-46.7074531
ChIJ00pQtVbPyJQRt_1c-XHXhSc,Outro,"R. dos Bandeirantes, 333 - Cambuí, Campinas - SP, 13024-000, Brazil",-22.8923418,-47.0522343
ChIJh2BVz2dXzpQRKObw6p-CeDc,Oeste,"R. Jerônimo da Veiga, 30 - Jardim Europa, São Paulo - SP, 04536-000, Brazil",-23.5808011,-46.6793075
ChIJIfAqF4PnmwARXo_CI7Lz4AY,Outro,"R. Luciano Gallet, 150 - Vargem Grande, Rio de Janeiro - RJ, 22785-110, Brazil",-22.975271,-43.4902277
ChIJ5ZEBC8OZpgARb_qs4weIpDw,Outro,"R. Rio Grande do Norte, 1065 - Savassi, Belo Horizonte - MG, 30130-130, Brazil",-19.934846,-43.931647
ChIJ7TdJVMSZpgARqZLx9A77Czw,Outro,"Rua Professor Moraes, 600 - Funcionários, Belo Horizonte - MG, 30150-370, Brazil",-19.9385115,-43.9317303
ChIJu2DMTt2_uZQR36BDuMXVd9g,Outro,"Av. Itatiaia, 1077 - Jardim Sumare, Ribeirão Preto - SP, 14025-070, Brazil",-21.1933391,-47.8117913
ChIJXZ-yhiZtnQARE-dEGNz3SAc,Outro,"R. Santa Rita, 190 - Centro Histórico, Paraty - RJ, 23970-000, Brazil",-23.2200562,-44.7139404
ChIJWXCwQ3JVlgARUxq8F7Zk9tE,Outro,"R. das Pedras, 60 - Centro, Búzios - RJ, 28950-800, Brazil",-22.7556653,-41.888433
ChIJD4PVf_ZVzpQR21g_edWR8w8,Outro,"Av. Dr. Martin Luther King, 1861 - Cidade São Francisco, Osasco - SP, 05576-100, Brazil",-23.5562953,-46.7634582
ChIJ880VD6hQzpQR_9a0h3tOWNc,Sul,"R. Normândia, 103 - Moema, São Paulo - SP, 04517-040, Brazil",-23.608313,-46.670991
ChIJf-e_dGsUzJQRucoyE9gN-ng,Outro,"Rua 15 de Novembro, 102 - St. Socioeconômico 21, São José dos Campos - SP, 12249-027, Brazil",-22.9118389,-45.9587834
ChIJ-dfyDoNVlgAROteZhlmTVC8,Outro,"Praça Eugênio Honold, 173 - Ossos, Búzios - RJ, 28950-000, Brazil",-22.7469865,-41.8809812
ChIJHdkiHnBgz5QRkbkov4ObFdI,Outro,"Av. Eng. Carlos Reinaldo Mendes, 2.650 - Alto da Boa Vista, Sorocaba - SP, 54870-500, Brazil",-23.4810857,-47.420636
ChIJg0SC869pzpQRR3qW-NTS5Rk,Leste,"R. Amazonas, 68 - Jardim da Conquista, São Paulo - SP, 08340-600, Brazil",-23.6146508,-46.4439606
ChIJHesAjxYDz5QR_IdaaU0TY5E,Outro,"Av. Vênus, 92 - Alphaville, Santana de Parnaíba - SP, 06541-030, Brazil",-23.4633921,-46.8768536
ChIJ20WKcDZfzpQRiVft0AZbvVE,Leste,"Rua Juventus, 318 - Parque da Mooca, São Paulo - SP, 03124-020, Brazil",-23.5702012,-46.5917787
ChIJ1SRief6ZpgAR9SoLf9B69hI,Outro,"Av. Princesa Isabel, 20 - São Joaquim, Contagem - MG, 32110-000, Brazil",-19.8772363,-44.0240176
ChIJ5_Po3htYzpQRnfF7iGYmwgk,Oeste,"R. Turiassu, 98 - Perdizes, São Paulo - SP, 05005-000, Brazil",-23.5343594,-46.6641583
ChIJqdhKxLMDz5QR3MJ4ZxFMykE,Outro,"Av. Andrômeda, 55 - Loja 02 - Alphaville Empresarial, Barueri - SP, 06471-002, Brazil",-23.4868181,-46.8569912
ChIJhfTlOtVQzpQRAhocGlKamN4,Oeste,"R. Américo Alves Pereira Filho, 461 - Real Parque, São Paulo - SP, 05688-000, Brazil",-23.6115099,-46.7062405
ChIJF7Fzbc5ZzpQRG3t9asgpm3g,Oeste,"Alameda Jaú, 1191 - Jardim Paulista, São Paulo - SP, 01420-001, Brazil",-23.5623213,-46.6596132
ChIJ5_JL53Pk3JQRcgKFrzAdJj0,Outro,"Rua Emiliano Perneta, 680 - Centro, Curitiba - PR, 80420-080, Brazil",-25.4371557,-49.2777638
ChIJwzfoaSGapgARDUoTqnvEy-w,Outro,"R. Alabastro, 49 - Horto, Belo Horizonte - MG, 31030-080, Brazil",-19.9120622,-43.9211981
ChIJcb3B1lZXzpQRxWLiCpmQgzU,Oeste,"R. João Cachoeira, 1507 - Vila Olímpia, São Paulo - SP, 04535-015, Brazil",-23.5934426,-46.674838
ChIJj2veN1ZdzpQRJFTISbSE9U0,Outro,"R. São Paulo, 938 - Santa Paula, São Caetano do Sul - SP, 09530-211, Brazil",-23.6221626,-46.5722559
ChIJ69u34TeQpgARDYiVHSmD0N8,Outro,"Av. Min. Guilhermino de Oliveira, 325 - Santa Amelia, Belo Horizonte - MG, 31560-100, Brazil",-19.8435826,-43.973444
ChIJlyMjocdZzpQR3rDBZToBv8M,Oeste,"Alameda Santos, 981 - 30º andar - Jardim Paulista, São Paulo - SP, 01419-001, Brazil",-23.5666667,-46.6529015
ChIJm-vcLEtZzpQRz3u0UIfp4gc,Leste,"R. dos Campineiros, 501 - Alto da Mooca, São Paulo - SP, 03167-020, Brazil",-23.555793,-46.593421
ChIJ6_iq1kmVpgARRaKtXMINbNw,Outro,"R. Santa Terezinha, 250 - Nossa Sra. do Carmo, Contagem - MG, 32015-600, Brazil",-19.9205803,-44.0893639
ChIJzU9d9LMdzpQRgsot86w2lOM,Outro,"R. Mococa, 131 - Boqueirão, Praia Grande - SP, 11701-100, Brazil",-24.0083358,-46.4152002
ChIJBVWKl9WbyJQR1HFZngaU2oQ,Outro,"R. Tuiuti, 385 - Vila Santa Catarina, Americana - SP, 13466-260, Brazil",-22.7488765,-47.3263296
ChIJh98g_l1D65QRnsvZawdSnQ4,Outro,"R. Espírito Santo, 655 - Centro, Londrina - PR, 86010-510, Brazil",-23.3167,-51.158759
ChIJZY2LW0VXzpQRGACbHbEwbJg,Oeste,"Av. Brg. Faria Lima, 4150 - Vila Olímpia, São Paulo - SP, 04544-051, Brazil",-23.5925973,-46.6810721
ChIJX09dAkV-mQARwvYMGeQgtJQ,Outro,"Av. Heitor Beltrão, 126 - Tijuca, Rio de Janeiro - RJ, 20550-000, Brazil",-22.9199303,-43.2222773
ChIJsRt_oIlZzpQRq1oTZmSXbFo,Sul,"R. Joaquim Távora, 1317 - Vila Mariana, São Paulo - SP, 04015-003, Brazil",-23.5876695,-46.6450114
ChIJKVA_62GXpgARbQd5SN3QPtk,Outro,"R. Curitiba, 2102 - Lourdes, Belo Horizonte - MG, 30170-120, Brazil",-19.9312286,-43.9448058
ChIJlY7LSIjJ2JQRikvc64vSfbI,Outro,"R. Lindolf Bell, 201 - Praia dos Amores, Balneário Camboriú - SC, 88331-430, Brazil",-26.9567992,-48.6373967
ChIJQ8JnB9RZzpQRyhwKLiZVucU,Oeste,"R. Augusta, 2542 - Loja 12 - Jardins, São Paulo - SP, 01412-100, Brazil",-23.563344,-46.66586
ChIJS0qvPFLPyJQRodzUv_1oE7Y,Outro,"R. Emília Paiva Meira, 76 - Cambuí, Campinas - SP, 13025-040, Brazil",-22.8961876,-47.0542157
ChIJRdN7xKDh3JQRkBBRI3V_WdI,Outro,"Av. Manoel Ribas, 5667 - Santa Felicidade, Curitiba - PR, 82020-000, Brazil",-25.405894,-49.3266251
ChIJ3czyJiMCz5QRN0yXpaHsoQw,Outro,"Alameda Araguaia, 1443 - Alphaville Industrial, Barueri - SP, 06455-000, Brazil",-23.4980927,-46.8473379
ChIJfV_M7zfUmwARip7d_5zvykI,Outro,"Av. Niemeyer, 121 - São Conrado, Rio de Janeiro - RJ, 22450-220, Brazil",-22.9922139,-43.2332052
ChIJu4cguJKosJQRWSfvonuXaUc,Outro,"R. Maj. Claudiano, 1316 - Centro, Franca - SP, 14400-690, Brazil",-20.5421658,-47.401509
ChIJqxOmKO1CzpQR1MJc-rjYTWw,Outro,"R. das Bandeiras, 437 - Jardim, Santo André - SP, 09090-780, Brazil",-23.6548689,-46.5360521
ChIJ0zcQUwpAzpQRKYA2QtM97Fg,Outro,"Av. Amazonas, 168 - Riacho Grande, São Bernardo do Campo - SP, 09830-140, Brazil",-23.7765722,-46.5309982
ChIJvRu5BpBezpQRiHVRbydfmrw,Leste,"R. Serra de Bragança, 1524 - Vila Gomes Cardim, São Paulo - SP, 03318-000, Brazil",-23.5435334,-46.5604944
ChIJ3XO88hLl3pQR8XZ_-bUuTVs,Outro,"R. Luiz Abry, 1206 - Centro, Pomerode - SC, 89107-000, Brazil",-26.7275826,-49.1736308
ChIJZbkgyL5XzpQRVQi7sdMi6Ok,Oeste,"R. Arapiraca, 152 - Vila Madalena, São Paulo - SP, 05443-020, Brazil",-23.5535003,-46.6938551
ChIJ58n_wJwZ35QRFdYVj2PILm0,Outro,"Rua Uruguai, 422 - Ponta Aguda, Blumenau - SC, 89050-060, Brazil",-26.9159058,-49.0654703
ChIJwWZiz0DVmwARe8SEaQNDqDo,Outro,"R. Xavier da Silveira, 19 - A - Copacabana, Rio de Janeiro - RJ, 22061-010, Brazil",-22.977168,-43.1899035
ChIJZTLpQNJQzpQRdTXwxcAZXM0,Oeste,"Av. Magalhães Castro, 12.000 - 3ºpiso, São Paulo - SP, 05502-001, Brazil",-23.599011,-46.6974085
ChIJs3jCkyFtnQARdc3W5OJoWmE,Outro,"R. Dr. Samuel Costa, 198 - Centro Histórico, Paraty - RJ, 23970-000, Brazil",-23.2187084,-44.7131585
ChIJZZJTCuJZzpQRLRnZT6pE6aU,Sul,"Av. Antônio Joaquim de Moura Andrade, 737 - Vila Nova Conceição, São Paulo - SP, 04507-000, Brazil",-23.5856903,-46.6705106
ChIJ_4B_FM1ZzpQRPyUr8ZqsSZ8,Centro,"Av. Paulista, 2064 - Shopping Center 3 - Bela Vista, São Paulo - SP, 01310-200, Brazil",-23.5577888,-46.6589923
ChIJ0Sj3vErUvQARwSd6_cXcmns,Outro,"R. Saldanha Marinho, 328 - Centro, Campos dos Goytacazes - RJ, 28010-272, Brazil",-21.7628889,-41.3218222
ChIJgUF2YPSAyJQRMr8BNRd5w8A,Outro,"R. Santa Cruz, 1040 - Centro, Limeira - SP, 13480-040, Brazil",-22.5657536,-47.4061459
ChIJIZ723eRrzpQRDjiqCIScuww,Outro,"R. Bolívia, 250 - Parque das Américas, Mauá - SP, 09311-120, Brazil",-23.6812799,-46.4501069
ChIJ6_b0swfVmwARI_PkDH7PS0k,Outro,"Av. Vieira Souto, 80 - Ipanema, Rio de Janeiro - RJ, 22420-000, Brazil",-22.9871431,-43.1961996
ChIJAQAAAGsFz5QRyBgOhpQwA0I,Outro,"Av. dos Pinheiros, 820 - Aldeia da Serra, Santana de Parnaíba - SP, 06429-345, Brazil",-23.4930003,-46.9615509
ChIJM74RJXVXzpQRIkBU1CFFO-g,Oeste,"R. Henrique Monteiro, 44 - Pinheiros, São Paulo - SP, 05423-020, Brazil",-23.5689689,-46.6891879
ChIJA5h7_Seu3pQRU0HVWfwhFLw,Outro,"R. Otto Boehm, 648 - Glória, Joinville - SC, 89201-700, Brazil",-26.302586,-48.8571329
ChIJbwZ59EpfzpQRY1dprYPLGrU,Leste,"R. Itapura, 880 - Vila Gomes Cardim, São Paulo - SP, 03178-200, Brazil",-23.5464197,-46.566363
ChIJj3Yi-lb1zpQRsYENy2bUt3E,Outro,"R. Lázaro Bueno Oliveira, 92 - Centro, Guarulhos - SP, 07110-160, Brazil",-23.4687899,-46.5229375
ChIJAQBk4MFCzpQRZMwfvy0e0Xo,Outro,"R. das Paineiras, 269 - Jardim, Santo André - SP, 09070-220, Brazil",-23.6483534,-46.5391879
ChIJ542tozgbz5QRkV8Qf0Hy0Is,Outro,"Av. Valville, 550 - Tanquinho, Santana de Parnaíba - SP, 06532-010, Brazil",-23.4500164,-46.8941072
ChIJFXnLAqVH35QRbQL385QCxUI,Outro,"R. Adriano Schaeffer, 18 - Centro 1, Brusque - SC, 88350-160, Brazil",-27.0993502,-48.9167893
ChIJdafC8DfUvQARrQ9tlS5J2As,Outro,"Rua Sete Capitães, Av. Pelinca, 10, Campos dos Goytacazes - RJ, 28030-470, Brazil",-21.7618177,-41.3306549
ChIJK1bh7-NXzpQRiFWHP4F2aJs,Oeste,"R. Cotoxó, 493 - Pompeia, São Paulo - SP, 05021-000, Brazil",-23.5315236,-46.6843003
ChIJW2x0ueHAzpQRMsukmFYxfxk,Outro,"R. Carmela Memolo, 81 - Vila Thais, Atibaia - SP, 12942-120, Brazil",-23.1230676,-46.5530579
ChIJty7KW4hZzpQR9k8dVaDP21I,Sul,"R. Rio Grande, 304 - Vila Mariana, São Paulo - SP, 04018-000, Brazil",-23.5873674,-46.6432531
ChIJ3ZLFRdFZzpQRL-Dz2--PDb0,Oeste,"R. Padre João Manuel, 826 - Cerqueira César, São Paulo - SP, 01411-000, Brazil",-23.5643557,-46.664992
ChIJRxsSnpvuyJQRdu80Ac-X7XE,Outro,"R. Dória Vasconcelos, 144 - Secção A, Holambra - SP, 13825-000, Brazil",-22.6322765,-47.0520782
ChIJo0sisyRfzpQRn9xavaWw5O4,Leste,"Av. Guilherme Giorgi, 649 - Vila Carrao, São Paulo - SP, 03422-000, Brazil",-23.5522299,-46.544063
ChIJBZvB7qnVmwARrevjNamNW-0,Outro,"R. Visc. de Pirajá, 631 - Loja B - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil",-22.9838759,-43.2144129
ChIJbzJcJyLj3JQRLkj2uClsCL4,Outro,"Av. Manoel Ribas, 750 - Mercês, Curitiba - PR, 80510-020, Brazil",-25.4218842,-49.286104
ChIJvcxRK8mZpgARThiB8LqmIjQ,Outro,"Rua Pium-Í, 784 - Cruzeiro, Belo Horizonte - MG, 30310-080, Brazil",-19.9464749,-43.9312409
ChIJiSaYwMZXzpQRtZ4Qof31Oxc,Oeste,"Av. Rebouças, 3970 - loja 402 R - Pinheiros, São Paulo - SP, 05402-600, Brazil",-23.5725438,-46.6963098
ChIJ54jerSFXzpQR_m3FwZW1xZw,Oeste,"R. Francisco Leitão, 272 - Pinheiros, São Paulo - SP, 05414-020, Brazil",-23.5621408,-46.6804466
ChIJJWCYPP3j3JQRg4ObSW5azMM,Outro,"Av. Manoel Ribas, 5039 - Santa Felicidade, Curitiba - PR, 82400-000, Brazil",-25.4096867,-49.3221945
ChIJWSXW0MbQmwARS7s0Tf-4G9c,Outro,"Av. Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brazil",-23.0100342,-43.3266337
ChIJOeQ6mVhD65QRTI5FTOJ-rBg,Outro,"Av. Higienópolis, 445 - Jardim Higienopolis, Londrina - PR, 86020-080, Brazil",-23.313856,-51.1653142
ChIJbUk1xHbk3JQRhSJEFeL8624,Outro,"R. Buenos Aires, 277 - Batel, Curitiba - PR, 80250-070, Brazil",-25.4399526,-49.27957
ChIJhQvX8qnVmwARYjGwzIAWGCM,Outro,"Av. Epitácio Pessoa, 214 - Ipanema, Rio de Janeiro - RJ, 22471-002, Brazil",-22.9840916,-43.2145105
ChIJn42MVqLbmwARybdWK0VlpbI,Outro,"Av. das Américas, 7777 - Loja 334 / 335 / 336 / 350 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brazil",-23.0016511,-43.3861753
ChIJMUgsrw_k3JQRsZ1YB7DU_cM,Outro,"R. João Manoel, 197 - São Francisco, Curitiba - PR, 80510-250, Brazil",-25.4244719,-49.2763898
