ID,idEstabelecimento,Nota,Data,Texto,PolaridadeValor,PolaridadeTexto
917,ChIJwyMV-yf4zpQR9lsnx8FfygI,5,2 months ago,"Amazing. Muito Bom! Very friendly staff. They made sure all my needs/wants were met. If you""re a foreigner coming to Sao Paulo and need a place to hang out, it""s a good spot. 😎",0.609375,Positivo
918,ChIJwyMV-yf4zpQR9lsnx8FfygI,5,2 years ago,"I liked the  place, I loved cappuccino with ""doce de leite"" drink.  There are 3 spaces for who needs more options to seat (even outside store is possible).
I loved coffee related stuff available to shop, many options for accessories and even coffee beans are available.",0.38,Positivo
919,ChIJwyMV-yf4zpQR9lsnx8FfygI,5,2 years ago,Very good place to drink coffee and grab something to eat. Great atmosphere and good service with many different coffee types and good options. Also have plenty of magazines and some books for purchase.,0.6016666666666667,Positivo
920,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,a month ago,Very good friendly atmosphere good  pastrys cakes,0.6616666666666666,Positivo
921,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,4 months ago,Faltou Magic : The Gathering.,0.5,Positivo
922,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,6 months ago,Irish coffee perfect,0.5,Positivo
923,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,6 months ago,Ok,0.5,Positivo
924,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,a month ago,Show,0.0,Neutro
925,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,4 months ago,"The service is very good, the quality of the products are excellent.
I paid 23 reais for a medium latte, 1 cheese bread and a spinach quiche",0.955,Positivo
926,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,6 months ago,"I tried the kifle. It was delicious and well stuffed. The current value is 9 reais each.

I will definitely be back for more!",0.40625,Positivo
927,ChIJT6uwEQz3zpQR9dRD-jQAzxI,5,5 months ago,"I usually stop for work and have coffee at some coffee shops. I placed my order at the counter and when I went to sit down there was a sign on the TABLE prohibiting working there. My order arrived and I informed that I had seen the sign only when I sat down, the girl smiled, I ordered it to go as I was leaving. She packed up and left with things in hand in search of another location. Fortunately I found it, next street, wonderful.
It's worth the establishment in the middle of 2022 to have a bigger plate so as not to create this type of situation.",0.1449074074074074,Positivo
928,ChIJU_advCb3zpQR64E6L6_osTM,5,4 months ago,"Traditional place, simple but complete. Good service",0.1999999999999999,Positivo
929,ChIJU_advCb3zpQR64E6L6_osTM,5,6 months ago,"There is no better place to have a coffee in Santana.

Excellent coffee and savory options, juices and soft drinks. Various snacks. At lunchtime they serve quick dishes. And several desserts.

After the owner cut the WiFI it got much better, because the 'black suitcase' gang (those people from pharmaceutical laboratories who visit doctors to lobby) stopped occupying the place and preventing customers from enjoying the bistro.

I come whenever I can.

I recommend.",0.224074074074074,Positivo
930,ChIJU_advCb3zpQR64E6L6_osTM,5,2 months ago,"Cozy and quiet place. Attendance 10!
Wonderful cappuccino.",0.2666666666666666,Positivo
931,ChIJU_advCb3zpQR64E6L6_osTM,4,2 months ago,"I always missed a place like this in this region, so busy with cars and pedestrians. Finding this cafe was a pleasant surprise! Clean, pleasant, quiet, well-kept place, always very original cakes to accompany the excellent coffee. Very kind and attentive service. Being in this region, having a coffee in the afternoon, along with a slice of cake served pleasantly warm, has become part of the routine!",0.5534166666666668,Positivo
932,ChIJU_advCb3zpQR64E6L6_osTM,4,10 months ago,"This place is cute, it's a small but super cozy cafe!
All options are good, the coffee is of good quality, as is the tea. Savory options are always tasty and the cake is better than the other.
Great place to take a quick break between appointments",0.3241666666666666,Positivo
933,ChIJU_advCb3zpQR64E6L6_osTM,5,7 months ago,"Great products, reliable service, fulfill the agreement with punctuality, I APPROVE......",0.8,Positivo
934,ChIJU_advCb3zpQR64E6L6_osTM,5,7 months ago,Very beautiful basket! Great service!,1.0,Positivo
935,ChIJU_advCb3zpQR64E6L6_osTM,5,7 months ago,Terrible,-1.0,Negativo
936,ChIJWydMUNf5zpQRmkOA69AXL28,5,8 months ago,Breakfast basket service.,0.0,Neutro
937,ChIJWydMUNf5zpQRmkOA69AXL28,5,4 months ago,Execelente local!,0.0,Neutro
938,ChIJWydMUNf5zpQRmkOA69AXL28,5,2 months ago,"I came for the special coffee but the food really is a separate chapter. In the bistro concept, it has very well made dishes at very appetizing prices.
It was all worth it and I can't wait to finish the menu and try all the executive dishes.",0.2634285714285714,Positivo
939,ChIJWydMUNf5zpQRmkOA69AXL28,5,a month ago,"The espresso is very good, we can call it a special coffee, even very well prepared. The tonic espresso is good and the cappuccino even came with latte art. The ceramics in the 'service' are very tasteful, you can see that everything has been thought out and planned.
I cannot comment on the food, as I have not tried it, but taking into account the coffee, I bet they will be good options. I'll be back to try it out.
Comfortable and cozy atmosphere, maybe the ambient music a little loud, efficient and friendly service.
Values ​​are compatible with quality.",0.2962202380952381,Positivo
940,ChIJWydMUNf5zpQRmkOA69AXL28,5,a week ago,"I've wanted to try it for a while and it didn't disappoint. The experience was fantastic. A great and cozy atmosphere, with impeccable staff and service. But what draws the customer is the menu: excellent. Wonderful coffees and with options for lactose intolerants. The brunch menu also won me over. I will be back more often.",0.53125,Positivo
941,ChIJWydMUNf5zpQRmkOA69AXL28,5,3 weeks ago,"5 stars for the thoroughly enjoyable and delicious experience! On a Sunday at noon, we arrived undecided whether to have breakfast or lunch… We decided to have lunch and ordered a fish with an almond crust and house salad. Amazing! For a sunny Sunday it was perfect. A balanced dish, light and very tasty.
Then, like a good coffee lover, I wanted to try the house Cold Brew and the cake of the day, which was made with coconut. The cake took a little while, but it came with a courtesy espresso. (An affectionate whim from Cauan, who assisted us and consolidated a 10 in the service and attention we received during our experience at Cozy). Oh! And we brought Snoopy, our cute little dog, who was super comfortable and comfortable on the porch, sitting with us. He even received a little fresh water with ice cubes 🥰 I loved the experience and the highlight for the coffee… it's one of the best I've ever had. If you come here, ask for an espresso that is a sure shot 💙",0.3635416666666666,Positivo
942,ChIJWydMUNf5zpQRmkOA69AXL28,5,a year ago,"Very pleasant environment, especially the balcony on the upper floor that even has music playing at a pleasant volume.

The Cappuccino was spectacular, without chocolate invention and whatever else, the cappuccino the way it should be, and as I always say, when the coffee is good, it doesn't even need to be sweetened; you only need it when the coffee is bad and the sweet is meant to deceive.

The cake of the day was sensational, very light and tasty, I really liked it.

Serves dishes, salads, omelette, brownie, bread on the plate, fruit salad, apple cramble among others.

I will return to try the other options, this first visit it was just cappuccino and cake.",0.3248809523809523,Positivo
943,ChIJWydMUNf5zpQRmkOA69AXL28,5,3 weeks ago,"Cozy place with excellent service. Delicious dishes, both for breakfast and lunch. The ingredients are of high quality, which justifies the price. We went to the cafe and liked it so much that we came back for lunch. It is important to point out that the kitchen closes about 30 minutes before the house closes, so don't think about going 10 minutes before closing time, as you will miss your trip.",0.395,Positivo
944,ChIJH88kiz5YzpQRmdLN2ry2t3Q,1,a year ago,"The place, the food, the service, the owners... ah! Everything is very well thought out, neat to receive the customer, in fact something that was missing in Santana! I indicate the different coffees and dishes! A place with different environments, good for being with friends, business meetings, lunches with clients! I recommend!",0.19,Positivo
945,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"A very nice healthy option in the area. Many veggie and vegan options, but also a lot of traditional Brazilian dishes with fish. Meat lovers will have a good filet mignon to try. Prices for a main dish range from R$40 - R$55, which seemed right. I felt that the cocktails were slightly overpriced, but they were fine too. Great service and cute decoration.",0.4074891774891774,Positivo
946,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,Bom,0.0,Neutro
947,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"I went to Salvi for lunch and had a very pleasant experience! There are many healthy options, grilled with salad, juices with different combinations. The lighting in the place is also very nice. We ordered tuna, crispy tilapia, yellow juice and lemon juice. Dishes around R$60.",0.4633333333333334,Positivo
948,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"Extremely nice place! I went with my friend for lunch and I already wanted to go back haha, the atmosphere is very good, very beautiful and lit with natural light, the food is wonderful! Everything was really tasty, I intend to go back as soon as possible, I ordered a filet of tilapia with quinoa and watercress leaves, delicious! Dessert is also very tasty. Bathroom very clean and smelling, parking. All very good.",0.4764444444444444,Positivo
949,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"Very well planned place with impeccable decor. I noticed that it is very clean and organized. Regarding the food, I had brunch and I really enjoyed the variety of dishes, toast and well-prepared, healthy and delicious snacks. The freshly brewed coffee in front of you brings you a very different experience, being able to smell and taste the fresh coffee. The negative point that it is necessary to highlight is that when I asked for water they brought me filtered water and still charged for it, unfortunately I didn't like it even more knowing that it is not mineral.
I still recommend it!",0.3108333333333333,Positivo
950,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"The restaurant is beautiful, friendly with parking close by. But We expected more from the menu, the proposal is healthy food but it lacked flavor. Correct but protocol service. A cool place for the north of SP.",0.4125,Positivo
951,ChIJH88kiz5YzpQRmdLN2ry2t3Q,5,2 years ago,"Experience, that's the word that describes this place.
For you who want vegan options, this is the ideal place.

In addition to having a very different infrastructure and healthy options.

I recommend knowing and appreciating dishes that may not be part of your daily routine.

Very good service too.",0.4619999999999999,Positivo
952,ChIJMcnvdSz4zpQRSx9N7AZrXIE,5,3 years ago,Excellent place. Great food and juices. The proposal is to be healthy and the kitchen fulfills this role well. The place is beautiful too. Modern and tasteful. I love it and recommend it.,0.6416666666666667,Positivo
953,ChIJMcnvdSz4zpQRSx9N7AZrXIE,5,a year ago,Nice,0.6,Positivo
954,ChIJMcnvdSz4zpQRSx9N7AZrXIE,4,3 years ago,It's really cool to have this option in a commercial building. Very good to fill the time until an appointment enjoying a coffee with the savory and sweet options.,0.422,Positivo
955,ChIJMcnvdSz4zpQRSx9N7AZrXIE,5,2 months ago,Great coffee maker!! It is worth checking!,0.6875,Positivo
956,ChIJMcnvdSz4zpQRSx9N7AZrXIE,3,4 years ago,"It leaves a lot to be desired, the service has been getting worse, snacks only after 9 am.
In a commercial building, where many enter at 7 am. I went to buy a panini at 8:30 am, which is cheese bread with ham and cheese and they didn't have it, if you don't have the basics in a snack bar, imagine what it's like.... There's a lot to improve here!",0.0562499999999999,Positivo
957,ChIJMcnvdSz4zpQRSx9N7AZrXIE,5,3 years ago,"TERRIBLE ATTENDANCE! We ordered 2 slices of cake and 1 piece of honey to be delivered to the living room, they simply forgot, if we didn't call to ask we would have been waiting until now. And the person simply said that he didn't know anything and that they had forgotten, without giving any explanation or caring about the mistake! And this is not the first time this has happened! Even at the table they forgot to write down my order, I stayed 40 minutes and nobody went to ask.... TOTAL DISREGARD WITH THE CUSTOMER, and very poorly educated attendants and even worse manager!

Not to mention that everything is very expensive!

I do not recommend.",-0.2972839506172839,Negativo
958,ChIJMcnvdSz4zpQRSx9N7AZrXIE,4,3 years ago,"Wonderful hot chocolate and great coffees. It has special coffees and different ways of preparation, for example the aeropress.",0.4814285714285714,Positivo
959,ChIJMcnvdSz4zpQRSx9N7AZrXIE,1,4 years ago,"Nice atmosphere, delicious cake and coffee! It's worth checking out!",0.6583333333333333,Positivo
960,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,a year ago,"Great coffee options, from the most traditional to gourmet coffees too. Always a new option of tasty combos to try the house cakes! Highlight for the delicious corn cake, the brownie and the Belgian hot chocolate!
The staff are very attentive and helpful too!",0.4904220779220779,Positivo
961,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,9 months ago,Local ok,0.25,Positivo
962,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,a year ago,"Super rude attendants! Ordered two shakes to go. It wasn't ready because the two were chatting, showing the cell phone to each other, I went to complain and attendants were super rude answering! Bad service.. never come back! Keep it up .",-0.0885416666666666,Negativo
963,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,4 months ago,Always great service!,1.0,Positivo
964,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,7 months ago,"We were at the store this morning, me, my daughter and my husband.
I want to congratulate the employee Cida, who was working alone, and was unfolding, serving, preparing, receiving and cleaning the space.

With a smile on her face, friendly.

Prepared a chocolate shake, delicious.

It also warmed up our tartlets.

Thanks!",0.48125,Positivo
965,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,2 months ago,"Very good place to have a coffee and a good chat, as the name already says is the cheese bread house, in addition to the traditional cheese bread, it has stuffed bread and others, the service is very good with very kind and polite staff , the space is small, but very harmonious with pleasant decoration",0.4979166666666667,Positivo
966,ChIJ2aUWIZv3zpQRX8Z5vB3957c,4,a year ago,There coffee is always delicious! I'm not even going to talk about the cheese bread that is the head of the house! The brigadeiros are very good. Everything is always fresh.,0.7366666666666667,Positivo
967,ChIJ2aUWIZv3zpQRX8Z5vB3957c,5,a year ago,A good shop from the Casa do Pão de Queijo chain. I recommend!,0.875,Positivo
968,ChIJB0UWvpBYzpQRGErxXALXNf4,5,3 years ago,Excellent service!! Very friendly and attentive staff!,0.6625,Positivo
969,ChIJB0UWvpBYzpQRGErxXALXNf4,4,4 years ago,Great place for a nice afternoon coffee. Excellent comfort and service.,0.7999999999999999,Positivo
970,ChIJB0UWvpBYzpQRGErxXALXNf4,4,4 years ago,"With a nice selection of coffee, in the “to go” style, it opened recently and I hope it is a success. Specialty coffee in the region is really rare, it could only have more infusion styles",0.2833333333333333,Positivo
971,ChIJB0UWvpBYzpQRGErxXALXNf4,5,a year ago,"Everything perfect! The place is really nice, the mocha is wonderful, donuts, pastel de Belém... delicious. Lots of different coffee options. I recommend both the consumption there and the order for ifood, which also arrives warm. 😍 not to mention it's pet friendly!!",0.6837053571428572,Positivo
972,ChIJB0UWvpBYzpQRGErxXALXNf4,2,4 years ago,Loved my mocha today. I definitely intend to come back more often and try other options. Good coffees are still exceptions in the region.,0.2958333333333333,Positivo
973,ChIJB0UWvpBYzpQRGErxXALXNf4,5,a year ago,"Excellent service! Quality products, warm and welcoming environment. I entered as a customer and left as a fan!",0.5333333333333333,Positivo
974,ChIJB0UWvpBYzpQRGErxXALXNf4,4,3 years ago,"I recommend! First class service, everything of the best quality, coffee, coxinhas, cookies… and the space is super cozy!",0.3333333333333333,Positivo
975,ChIJB0UWvpBYzpQRGErxXALXNf4,5,7 years ago,"Top coffee maker, super attentive and kind service !! I liked !! Super nominate 😘👌",0.5736111111111112,Positivo
976,ChIJT3qQJzT2zpQRi_9yxRTkPhc,5,2 years ago,"A simple place, on this 7th of September it looks like the backyard at home. All very cozy and very good, great coffee! I loved.",0.4699999999999999,Positivo
977,ChIJT3qQJzT2zpQRi_9yxRTkPhc,4,5 years ago,"The place is cute, cozy! The attendant was alone but did the job. Very nice! Success for this girl! And home too.
The coffees are really good too. A delight and fair price! The macadamia Iced coffee is a show 😋 and the paçoca with dulce de leche, a temptation",0.4821428571428571,Positivo
978,ChIJT3qQJzT2zpQRi_9yxRTkPhc,3,3 years ago,"Excellent, very good service.
Wonderful coffee tasting experience.",0.97,Positivo
979,ChIJT3qQJzT2zpQRi_9yxRTkPhc,4,6 years ago,"The place is very beautiful and cozy, the coffees are amazing and the service is excellent.
Wonderful experience!",0.68,Positivo
980,ChIJT3qQJzT2zpQRi_9yxRTkPhc,5,a year ago,"Very nice place, with great service and excellent coffees",0.86,Positivo
981,ChIJT3qQJzT2zpQRi_9yxRTkPhc,3,4 years ago,I just LOVED it ❤️❤️❤️,0.7,Positivo
982,ChIJT3qQJzT2zpQRi_9yxRTkPhc,5,8 months ago,Very good service.,0.91,Positivo
983,ChIJT3qQJzT2zpQRi_9yxRTkPhc,5,4 years ago,Top,0.5,Positivo
984,ChIJ7XxVOPvwzpQRSQTd2jItJfI,5,a year ago,Show!,0.0,Neutro
985,ChIJ7XxVOPvwzpQRSQTd2jItJfI,5,4 years ago,Top,0.5,Positivo
986,ChIJ7XxVOPvwzpQRSQTd2jItJfI,5,4 years ago,Top,0.5,Positivo
987,ChIJ7XxVOPvwzpQRSQTd2jItJfI,5,7 months ago,Show,0.0,Neutro
988,ChIJ7XxVOPvwzpQRSQTd2jItJfI,4,8 months ago,"Arriving, you notice that because it is out of the hubbub of Santana, it is an easy place to park (on the street). The ambience is cool, well designed and good music. Good service, good food and drinks. The only drawback is the steep price, almost 150.00 per person with 1 starter, 1 main course, 1 dessert and 1 alcoholic drink.",0.35,Positivo
989,ChIJ7XxVOPvwzpQRSQTd2jItJfI,4,6 years ago,"I liked the place.
There's a band playing live at times but it's not so loud that you can't talk.
All the staff that served us were very attentive and friendly. I found some things a little pricey, but everything was very good. The environment is also very cool and there is a wall that is a giant screen.",0.3232070707070707,Positivo
990,ChIJ7XxVOPvwzpQRSQTd2jItJfI,4,a year ago,"I went with my boyfriend at lunch time on a Saturday, it was empty, which made it easy for food to come very quickly. We ordered a dish each, both with filet mignon, one with funghi risotto and the other with parmesan risotto. Both dishes were great, the meat was exactly as we asked, very tender. The food was delicious, we even ate more of the risotto.
Spot's decor is beautiful and you can tell from the entrance that every little bit of care was taken into account. Service was great too!
I loved the place, very different from other options in Santana. We will be back for sure :)",0.368287037037037,Positivo
991,ChIJ7XxVOPvwzpQRSQTd2jItJfI,5,3 years ago,Top …👏🏾👏🏾👏🏾👏🏾,0.5,Positivo
992,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,5,7 months ago,Very good company excellent service I was very satisfied with its employees their coffee so it is very good you need to try it,0.8674999999999999,Positivo
993,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,5,3 years ago,"Hello good afternoon to all who read this message about these two good products from the Terra Grão spiritual brand, Café Terra Grão and Terra Grão paper filter They are good products; I got 2 packages of Café Terra Grão the 1st first package I liked it but I understood that I needed a lot more. plus the 2nd package now with a new texture I gained even more from Café Terra Grão. and the Terra Grão paper filter I really wanted to try it and thanks to a great friend I also got a Terra Grão filter box and I used and approved the Terra Grão paper filter it is approved by me it is really good.",0.4275974025974026,Positivo
994,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,3,a year ago,Hot drinks of the highest quality. Tasty. I love the creaminess of the cappuccino. Congrats Max!!,0.515625,Positivo
995,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,5,a year ago,"Very good
Beautiful place, with educated people, good professionals",0.82,Positivo
996,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,4,a year ago,Excellent service!!!!! I recommend!,1.0,Positivo
997,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,3,7 months ago,"My experience was wonderful, I really like Terra Grão coffee, it has a unique flavor and a smell that exudes throughout the house. It is certainly a coffee that I come to make all the difference.
Congratulations, a cafe that I come to stay. It doesn't owe anything to another cafe.

Taste, Consistency and Quality.

Thanks.....",0.3978571428571428,Positivo
998,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,5,7 months ago,"I only have praise to make. Cíntia was very attentive in the service, the repair I requested was quick. There was a minor problem later on with my repaired machine, but the technician was quick to make the warranty adjustment. Anyway, professional team, I recommend.",0.1766666666666666,Positivo
999,ChIJnwy2hfBZzpQRuqKDZ1ItaKU,5,2 months ago,"Amazing place, nice atmosphere,",0.6000000000000001,Positivo
1000,ChIJM23eI7X3zpQRqqF4ngu2tus,5,4 years ago,"I came to see the work of barista Andy, who won first place at the KOAR Cup yesterday, to try the coffee blend that was champion in the competition (I highly recommend it).

I was surprised by the space, Quanti Cafeh opened a little while ago, it is still finishing adjustments to the structure, even though it is already open. It's really cool to see the 'birth' of this company with a different 'footprint'. And the owners are present, solicitous and willing to resolve criticisms and accept suggestions.

It has the promise of being a 'sensory café' and in fact everything contributes to a unique experience: ambient music with quiet MPB, cozy chairs, VAST amount of books to accompany your coffee and the option to sit on a sofa, either alone or to read a story to the children.

As for drinks, it has several experiences, hot, cold, drinks, based on espresso, milk, filtered, strained, etc. And BEAUTIFUL baristas!

The environment is also PET FRIENDLY and you can bring your dog!

Quanti Cafeh offers vegetarian and vegan meals and drinks, very well seasoned, perfect cooking, tasty and homemade food! They are prepared in an open kitchen, where it is possible to follow the preparation of the dishes and see a small garden of fresh spices on the counter, used in the dishes.

All organic waste is reused in composters that feed the vegetable gardens on the counter. Coffee grounds are also recycled through a partnership with Recoffee Design, which transforms them into durable products such as decorative objects and biojewelry (some of these products are for sale in a discreet shop next to the kitchen).

The most different drink I saw was an Ora Pro Nobis Lager, but it has several drink options, including natural ones.

The dishes are à la carte, the lunch option is unique (a main course option that comes with the salad of the day) and does not follow a defined menu (they are still studying one), so get ready to be surprised by the dish of the day! Because they are always different dishes, values ​​may vary depending on the ingredients of the day.

Today I had a vegetarian lasagna, with eggplant, zucchini, cheese and tomato. It came with two salads: coleslaw and hummus. Very good dish for one person. For dessert, I had a semisweet chocolate ganache tart with strawberry sauce. Everything on point and well seasoned. Finally came the cappuccino very well garnished in the latte (I chose the vegetable one) and very tasty.

The owners reported that they are still finalizing the adaptation for small children (the high chair arrives in a week, the changing table in the bathroom in a month), but the space already has a cozy sofa to stay with them.

The environment has comfortable tables and chairs of different capacities (couples, groups), sofa and also the counter.

SUPER RECOMMEND TO KNOW!!!

Baristas: Andy (the champion) and Leandro
Cuisine: Mari, Lucas, Luanda",0.1540791666666666,Positivo
1001,ChIJM23eI7X3zpQRqqF4ngu2tus,5,4 years ago,"Incredible place, I am in love with coffee shops and this one enchanted me with the atmosphere, the music, the super helpful attendants. I loved it and recommend it.",0.6083333333333333,Positivo
1002,ChIJM23eI7X3zpQRqqF4ngu2tus,5,7 months ago,"Wonderful space in Santana, a cafe like this was missing in the region. Cozy and beautiful place! I tried the iced coffee with caramel and I loved it! I will definitely come back more often ❤️",0.371875,Positivo
1003,ChIJM23eI7X3zpQRqqF4ngu2tus,5,2 years ago,"Wonderful place, at the entrance you already feel the proposal of the place to activate your sensorial...
Restaurant, cafe, library, toys to distract you and take you out of the hustle and bustle of São Paulo.
Galerinha come to know and play in the peace proposal and get lost in time...
Incredible menu, all different from all the coffee shops we've been to.
We will definitely be back to taste more and more...
#dantasporai",0.4833333333333333,Positivo
1004,ChIJM23eI7X3zpQRqqF4ngu2tus,5,a year ago,"Cafeteria with a super cozy atmosphere, first class service and excellent food options and specialty coffees!

With the right to a blend of coffees that gave the barista a coffee championship in 2022 with the Koar method (a method of straining coffee that was created by a Brazilian).

The menu is very diverse with salty, sweet, as well as toasts and snacks that accompany salad.
Fully vegetarian menu with lots of options for vegans.

Very fair price for the proposed experience.",0.3911309523809523,Positivo
1005,ChIJM23eI7X3zpQRqqF4ngu2tus,5,5 years ago,"Very good specialty coffees, with great baristas and spectacular service! It's my favorite place in Santana",0.74,Positivo
1006,ChIJM23eI7X3zpQRqqF4ngu2tus,5,4 months ago,"Amazing experience!
With a library, and super nice atmosphere!
Service note 10!
Delicious coffee!
Super recommend 👏🏻👏🏻👏🏻",0.6708333333333334,Positivo
1007,ChIJM23eI7X3zpQRqqF4ngu2tus,5,3 months ago,"Very pleasant place, full of special coffees, different drinks and delicacies, really very good!! The blackberry cheesecake is completely low carb, without sugar and full of flavor, it is undoubtedly one of the most delicious cheesecakes I have ever tasted!
In terms of coffee, I tried a preparation made with v60coffee extraction and I was simply enchanted! I want to know the other extraction methods, so well explained by Cláudia, owner of the place.",0.3986796536796536,Positivo
1008,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,4,6 years ago,"The coffee is simply perfect!
The roast is at the right point and leaves the coffee tasty and not bitter",0.4452380952380952,Positivo
1009,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,5,4 years ago,"Parking is a bit difficult, but it's worth it. The place is quite small, but it's very cozy and well-groomed. The owners are very friendly and gave us a great lesson on specialty coffees. Worth knowing.",0.1253571428571429,Positivo
1010,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,5,6 years ago,I loved the Zero Sugar sweets 😋 I just thought the place was small and it doesn't open on Sundays,0.15,Positivo
1011,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,5,3 years ago,Pleasant and attentive service. I went in the late afternoon and some items were missing (pao de queijo and cheese cake) I will return to try other items,0.1016666666666666,Positivo
1012,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,4,a year ago,"The place is small, but super nice and cozy.

The balance brunch combo was very good, I recommend it. Serves very well with a large cappuccino, cheese bread pressed on the plate and stuffed with cheese (sensational), fruit salad, yogurt, granola and honey.

Attentive and super friendly service.",0.3256926406926407,Positivo
1013,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,5,8 months ago,"I have been enjoying good coffee for some time now and I can say that Salute Caffé offers a drink with a flavor that you will only find here!
Congratulations Adriano and Cláudia for making the best coffee in the region and for the dedication with which they serve all of us.",0.4599999999999999,Positivo
1014,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,5,2 months ago,"My experience at Salete Café is always wonderful..
The coffee is wonderful, the cheese bread sensational, the gluten-free sweets spectacular, the varied dishes made to order and handcrafted, are divine.
At Cafeteria Salute you have a quiet and very cozy atmosphere.",0.5011111111111112,Positivo
1015,ChIJH2pObGdYzpQRXIJ8SIG2S1Y,2,5 years ago,"Beautiful, modern, intimate place.
I ate cheese quiche with tomato invitation salad leaves. The best quiche of the last 20 years.
It is soooo worth it.
My friend had another flavor, she loved it too.",0.4642857142857143,Positivo
1016,ChIJpydZ5j5YzpQR1V_gNLyvHV4,4,7 months ago,"Cozy place, excellent quality products and always fresh. The service is incredible, everyone is very polite and welcoming. It is very worth knowing.",0.4316666666666667,Positivo
1017,ChIJpydZ5j5YzpQR1V_gNLyvHV4,5,a year ago,"I'm suspicious of recommending Cá. We ended up becoming friends. It's this kind of place where you bond. Excellent products, service and quality in everything they do. In particular a compliment to João who produces excellent quality food!
If you want a special toqueya cafezão, this is it!",0.610515873015873,Positivo
1018,ChIJpydZ5j5YzpQR1V_gNLyvHV4,2,9 months ago,"very good! quality coffee, very well made food and a super comfortable environment. high value, but delivers what it sets out to do.",0.4186666666666666,Positivo
1019,ChIJpydZ5j5YzpQR1V_gNLyvHV4,5,11 months ago,"Super cozy and cool place
Various coffees and teas
freshly baked quiches
And my favorite choux
The staff takes care of you with care and attention.",0.2138888888888888,Positivo
1020,ChIJpydZ5j5YzpQR1V_gNLyvHV4,4,2 years ago,"A super nice place, interior atmosphere, where time stands still. Very good espresso, hot cheese to eat praying, and a delicious quiche, apart from the super friendly service :)",0.5377083333333333,Positivo
1021,ChIJpydZ5j5YzpQR1V_gNLyvHV4,5,3 years ago,Wonderful quiche and banoffe. Everything tasty world. Fresh orange juice. Excellent service and a very pleasant environment.,0.8133333333333332,Positivo
1022,ChIJpydZ5j5YzpQR1V_gNLyvHV4,5,4 years ago,"Best coffee in São Paulo. Top marks for cheese bread, apple pie and carrot cake.",0.75,Positivo
1023,ChIJpydZ5j5YzpQR1V_gNLyvHV4,5,a year ago,"Too bad service from Camila! A love to sell, terrible to keep the customer afterwards! Our assessment, because we are 4 here, in our first month as customers, is horrible. In our failure here to not check emails for 5 days, without any other type of notice, other than by email, they protested our 1st ticket with them and now, on a Thursday, 9:30 am there is no employee able to help you with that. No one has arrived yet according to another employee who answered. Treating our first experience as if we were, I don't know, I prefer not to name it, but it's terrible and we're really frustrated we still have a 12 month contract to fulfill. A call to the cell phone would have made all the difference but it was not the company's choice. This was the result and my opinion will be recorded for the next because 2 stars is already suspicious. 15 notes 5 stars???? Hey?? What happened right after my turn?",-0.2397108843537415,Negativo
1024,ChIJuVLajF1YzpQR_4XBCQyYzNg,4,a year ago,"Great company, with very high quality products!!! Employees always available and super well trained, apart from the always excellent and helpful service!! I recommend it to everyone who appreciates great coffee and quality machines.",0.6232638888888888,Positivo
1025,ChIJuVLajF1YzpQR_4XBCQyYzNg,5,a year ago,"Wow... when I was nominated, I didn't imagine everything would be so perfect! From the product itself to the service! Congratulations, you are beasts!",0.55,Positivo
1026,ChIJuVLajF1YzpQR_4XBCQyYzNg,5,2 years ago,I was very well attended and the products are the best I've ever had available! Thank you and SUPER RECOMMEND! 👍,0.5291666666666667,Positivo
